accession	uniprot_optimized	cspa_optimized	gene_symbol	hgnc_id	hgnc_symbol	ncbi_gene_id	ensembl_gene	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	n_sources_surface	n_sources_optimized
Q99795	1	0	GPA33	HGNC:4445	GPA33	10223	ENSG00000143167	1	0	1	0	0	2	2
Q99808	1	1	SLC29A1	HGNC:11003	SLC29A1	2030	ENSG00000112759	1	1	1	1	0	4	4
Q99828	1	0	CIB1	HGNC:16920	CIB1	10519	ENSG00000185043	1	1	0	0	1	3	3
Q99835	1	1	SMO	HGNC:11119	SMO	6608	ENSG00000128602	1	1	1	1	1	5	5
Q99884	1	0	SLC6A7	HGNC:11054	SLC6A7	6534	ENSG00000011083	1	0	1	0	1	3	3
Q99928	1	0	GABRG3	HGNC:4088	GABRG3	2567	ENSG00000182256	1	1	1	0	1	4	4
Q99942	1	0	RNF5	HGNC:10068	RNF5	6048	ENSG00000204308	0	0	0	0	0	0	1
Q99946	1	0	PRRT1	HGNC:13943	PRRT1	80863	ENSG00000204314	1	1	0	0	0	2	2
Q99965	1	0	ADAM2	HGNC:198	ADAM2	2515	ENSG00000104755	1	0	1	0	0	2	2
Q99985	0	1	SEMA3C	HGNC:10725	SEMA3C	10512	ENSG00000075223	0	0	0	1	1	2	2
Q99988	0	1	GDF15	HGNC:30142	GDF15	9518	ENSG00000130513	0	0	0	1	0	1	1
Q9BPV8	1	0	P2RY13	HGNC:4537	P2RY13	53829	ENSG00000181631	1	0	1	0	0	2	2
Q9BQ31	1	0	KCNS3	HGNC:6302	KCNS3	3790	ENSG00000170745	1	1	0	0	1	3	3
Q9BQ49	1	0	SMIM7	HGNC:28419	SMIM7	79086	ENSG00000214046	1	0	0	0	0	1	1
Q9BQ51	1	1	PDCD1LG2	HGNC:18731	PDCD1LG2	80380	ENSG00000197646	1	1	1	1	0	4	4
Q9BQG1	1	0	SYT3	HGNC:11511	SYT3	84258	ENSG00000213023	0	0	0	0	0	0	1
Q9BQI7	1	0	PSD2	HGNC:19092	PSD2	84249	ENSG00000146005	0	1	0	0	1	2	3
Q9BQS2	1	0	SYT15	HGNC:17167	SYT15	83849	ENSG00000204176	1	0	0	0	0	1	1
Q9BQS7	1	0	HEPH	HGNC:4866	HEPH	9843	ENSG00000089472	1	1	1	0	0	3	3
Q9BQT9	1	0	CLSTN3	HGNC:18371	CLSTN3	9746	ENSG00000139182	1	1	1	0	0	3	3
Q9BR26	1	0	OCSTAMP	HGNC:16116	OCSTAMP	128506	ENSG00000149635	1	0	0	0	0	1	1
Q9BR39	1	0	JPH2	HGNC:14202	JPH2	57158	ENSG00000149596	0	0	0	0	0	0	1
Q9BRI3	1	0	SLC30A2	HGNC:11013	SLC30A2	7780	ENSG00000158014	0	0	0	0	0	0	1
Q9BRK3	1	1	MXRA8	HGNC:7542	MXRA8	54587	ENSG00000162576	1	1	1	1	0	4	4
Q9BRK5	1	0	SDF4	HGNC:24188	SDF4	51150	ENSG00000078808	0	0	0	0	0	0	1
Q9BRN9	1	1	TM2D3	HGNC:24128	TM2D3	80213	ENSG00000184277	1	0	0	1	0	2	2
Q9BRQ5	1	0	ORAI3	HGNC:28185	ORAI3	93129	ENSG00000175938	0	0	0	0	0	0	1
Q9BRQ8	1	0	AIFM2	HGNC:21411	AIFM2	84883	ENSG00000042286	0	0	0	0	1	1	2
Q9BRV3	1	0	SLC50A1	HGNC:30657	SLC50A1	55974	ENSG00000169241	0	0	0	0	0	0	1
Q9BRY0	1	0	SLC39A3	HGNC:17128	SLC39A3	29985	ENSG00000141873	1	0	0	0	0	1	1
Q9BSA4	1	1	TTYH2	HGNC:13877	TTYH2	94015	ENSG00000141540	1	0	1	1	0	3	3
Q9BSE2	1	0	TMEM79	HGNC:28196	TMEM79	84283	ENSG00000163472	1	0	0	0	0	1	1
Q9BSG5	1	0	RTBDN	HGNC:30310	RTBDN	83546	ENSG00000132026	0	0	0	0	0	0	1
Q9BSJ8	1	0	ESYT1	HGNC:29534	ESYT1	23344	ENSG00000139641	0	0	0	0	0	0	1
Q9BSK0	1	0	MARVELD1	HGNC:28674	MARVELD1	83742	ENSG00000155254	1	0	0	0	0	1	1
Q9BSN7	1	0	TMEM204	HGNC:14158	TMEM204	79652	ENSG00000131634	1	0	1	0	0	2	2
Q9BSR8	1	0	YIPF4	HGNC:28145	YIPF4	84272	ENSG00000119820	1	0	0	0	1	2	2
Q9BT67	1	0	NDFIP1	HGNC:17592	NDFIP1	80762	ENSG00000131507	1	0	0	0	0	1	1
Q9BT76	1	0	UPK3B	HGNC:21444	UPK3B	105375355	ENSG00000243566	0	0	1	0	0	1	2
Q9BTN0	1	0	LRFN3	HGNC:28370	LRFN3	79414	ENSG00000126243	1	1	1	0	0	3	3
Q9BTV4	1	0	TMEM43	HGNC:28472	TMEM43	79188	ENSG00000170876	0	0	0	0	0	0	1
Q9BUF7	1	0	CRB3	HGNC:20237	CRB3	92359	ENSG00000130545	1	1	1	0	1	4	4
Q9BV23	1	0	ABHD6	HGNC:21398	ABHD6	57406	ENSG00000163686	1	1	0	0	0	2	2
Q9BV40	1	0	VAMP8	HGNC:12647	VAMP8	8673	ENSG00000118640	0	1	0	0	1	2	3
Q9BVK6	0	1	TMED9	HGNC:24878	TMED9	54732	ENSG00000184840	0	0	0	1	0	1	1
Q9BVK8	1	0	TMEM147	HGNC:30414	TMEM147	10430	ENSG00000105677	0	0	0	0	0	0	1
Q9BVT8	1	0	TMUB1	HGNC:21709	TMUB1	83590	ENSG00000164897	0	0	0	0	0	0	1
Q9BWL3	1	0	LTAP1	HGNC:29876	LTAP1	25912	ENSG00000143612	0	0	0	0	0	0	1
Q9BWQ8	1	0	FAIM2	HGNC:17067	FAIM2	23017	ENSG00000135472	0	0	1	0	0	1	2
Q9BWV1	1	0	BOC	HGNC:17173	BOC	91653	ENSG00000144857	1	0	1	0	1	3	3
Q9BX59	1	0	TAPBPL	HGNC:30683	TAPBPL	55080	ENSG00000139192	0	0	0	0	0	0	1
Q9BX67	1	1	JAM3	HGNC:15532	JAM3	83700	ENSG00000166086	1	0	1	1	0	3	3
Q9BX73	1	0	TM2D2	HGNC:24127	TM2D2	83877	ENSG00000169490	1	0	0	0	1	2	2
Q9BX74	1	1	TM2D1	HGNC:24142	TM2D1	83941	ENSG00000162604	1	0	0	1	0	2	2
Q9BX79	1	0	STRA6	HGNC:30650	STRA6	64220	ENSG00000137868	1	0	0	0	0	1	1
Q9BX84	1	0	TRPM6	HGNC:17995	TRPM6	140803	ENSG00000119121	1	1	0	0	0	2	2
Q9BX95	1	0	SGPP1	HGNC:17720	SGPP1	81537	ENSG00000126821	0	0	0	0	0	0	1
Q9BX97	1	1	PLVAP	HGNC:13635	PLVAP	83483	ENSG00000130300	1	1	1	1	1	5	5
Q9BXA5	1	1	SUCNR1	HGNC:4542	SUCNR1	56670	ENSG00000198829	1	0	1	1	0	3	3
Q9BXB1	1	0	LGR4	HGNC:13299	LGR4	55366	ENSG00000205213	1	0	1	0	0	2	2
Q9BXC0	1	0	HCAR1	HGNC:4532	HCAR1	27198	ENSG00000196917	1	0	1	0	0	2	2
Q9BXC1	1	1	GPR174	HGNC:30245	GPR174	84636	ENSG00000147138	1	0	1	1	1	4	4
Q9BXE9	1	0	VN1R3	HGNC:19867	VN1R3	317702	ENSG00000180663	1	0	1	0	0	2	2
Q9BXJ5	0	1	C1QTNF2	HGNC:14325	C1QTNF2	114898	ENSG00000145861	0	0	0	1	0	1	1
Q9BXJ7	1	0	AMN	HGNC:14604	AMN	81693	ENSG00000166126	1	1	1	0	0	3	3
Q9BXJ8	1	0	TMEM120A	HGNC:21697	TMEM120A	83862	ENSG00000189077	1	0	0	0	0	1	1
Q9BXN1	0	1	ASPN	HGNC:14872	ASPN	54829	ENSG00000106819	0	0	0	1	0	1	1
Q9BXN2	1	0	CLEC7A	HGNC:14558	CLEC7A	64581	ENSG00000172243	1	1	1	0	0	3	3
Q9BXP2	1	1	SLC12A9	HGNC:17435	SLC12A9	56996	ENSG00000146828	1	1	1	1	0	4	4
Q9BXR5	1	0	TLR10	HGNC:15634	TLR10	81793	ENSG00000174123	1	0	1	0	1	3	3
Q9BXS0	1	0	COL25A1	HGNC:18603	COL25A1	84570	ENSG00000188517	1	1	0	0	0	2	2
Q9BXS4	1	0	TMEM59	HGNC:1239	TMEM59	9528	ENSG00000116209	1	0	0	0	0	1	1
Q9BXS9	1	0	SLC26A6	HGNC:14472	SLC26A6	65010	ENSG00000225697	1	1	1	1	1	5	4
Q9BXT2	1	0	CACNG6	HGNC:13625	CACNG6	59285	ENSG00000130433	0	1	1	1	0	3	3
Q9BXU9	1	0	CALN1	HGNC:13248	CALN1	83698	ENSG00000183166	1	0	0	0	0	1	1
Q9BXX0	0	1	EMILIN2	HGNC:19881	EMILIN2	84034	ENSG00000132205	0	0	0	1	0	1	1
Q9BY07	1	0	SLC4A5	HGNC:18168	SLC4A5	57835	ENSG00000188687	1	1	1	0	0	3	3
Q9BY10	1	0	SLC46A2	HGNC:16055	SLC46A2	57864	ENSG00000119457	1	0	1	0	0	2	2
Q9BY14	1	0	TEX101	HGNC:30722	TEX101	83639	ENSG00000131126	0	1	1	0	0	2	3
Q9BY15	1	1	ADGRE3	HGNC:23647	ADGRE3	84658	ENSG00000131355	1	0	1	1	0	3	3
Q9BY19	1	0	MS4A8	HGNC:13380	MS4A8	83661	ENSG00000166959	1	0	0	0	0	1	1
Q9BY21	1	0	GPR87	HGNC:4538	GPR87	53836	ENSG00000138271	1	0	1	0	0	2	2
Q9BY67	1	1	CADM1	HGNC:5951	CADM1	23705	ENSG00000182985	1	1	1	1	1	5	5
Q9BY76	0	1	ANGPTL4	HGNC:16039	ANGPTL4	51129	ENSG00000167772	0	0	0	1	0	1	1
Q9BY79	1	0	MFRP	HGNC:18121	MFRP	83552	ENSG00000235718	1	0	1	0	0	2	2
Q9BYE2	1	0	TMPRSS13	HGNC:29808	TMPRSS13	84000	ENSG00000137747	1	0	1	0	1	3	3
Q9BYE9	1	0	CDHR2	HGNC:18231	CDHR2	54825	ENSG00000074276	1	1	1	0	0	3	3
Q9BYF1	1	0	ACE2	HGNC:13557	ACE2	59272	ENSG00000130234	1	1	1	0	0	3	3
Q9BYH1	1	0	SEZ6L	HGNC:10763	SEZ6L	23544	ENSG00000100095	1	0	0	0	0	1	1
Q9BYT9	1	0	ANO3	HGNC:14004	ANO3	63982	ENSG00000134343	1	0	1	0	0	2	2
Q9BYW1	1	0	SLC2A11	HGNC:14239	SLC2A11	66035	ENSG00000133460	1	0	1	0	0	2	2
Q9BZ11	1	0	ADAM33	HGNC:15478	ADAM33	80332	ENSG00000149451	1	0	1	0	1	3	3
Q9BZ76	1	0	CNTNAP3	HGNC:13834	CNTNAP3	79937	ENSG00000106714	1	0	1	0	0	2	2
Q9BZA7	1	0	PCDH11X	HGNC:8656	PCDH11X	27328	ENSG00000102290	1	0	1	0	1	3	3
Q9BZA8	1	0	PCDH11Y	HGNC:15813	PCDH11Y	83259	ENSG00000099715	1	0	1	0	1	3	3
Q9BZD2	1	0	SLC29A3	HGNC:23096	SLC29A3	55315	ENSG00000198246	1	0	1	0	0	2	2
Q9BZD6	1	0	PRRG4	HGNC:30799	PRRG4	79056	ENSG00000135378	1	0	0	0	0	1	1
Q9BZD7	1	0	PRRG3	HGNC:30798	PRRG3	79057	ENSG00000130032	1	0	0	0	0	1	1
Q9BZG2	1	0	ACP4	HGNC:14376	ACP4	93650	ENSG00000142513	1	0	1	0	1	3	3
Q9BZJ6	1	0	GPR63	HGNC:13302	GPR63	81491	ENSG00000112218	1	0	1	0	1	3	3
Q9BZJ7	1	0	GPR62	HGNC:13301	GPR62	118442	ENSG00000180929	1	0	1	0	0	2	2
Q9BZJ8	1	0	GPR61	HGNC:13300	GPR61	83873	ENSG00000156097	1	0	1	0	0	2	2
Q9BZM2	1	0	PLA2G2F	HGNC:30040	PLA2G2F	64600	ENSG00000158786	0	0	0	0	0	0	1
Q9BZM4	1	1	ULBP3	HGNC:14895	ULBP3	79465	ENSG00000131019	0	1	1	1	0	3	4
Q9BZM5	1	1	ULBP2	HGNC:14894	ULBP2	80328	ENSG00000131015	0	1	1	1	1	4	5
Q9BZM6	1	0	ULBP1	HGNC:14893	ULBP1	80329	ENSG00000111981	0	1	1	0	1	3	4
Q9BZR6	1	1	RTN4R	HGNC:18601	RTN4R	65078	ENSG00000040608	0	1	1	1	1	4	5
Q9BZV2	1	0	SLC19A3	HGNC:16266	SLC19A3	80704	ENSG00000135917	1	0	1	0	1	3	3
Q9BZV3	1	0	IMPG2	HGNC:18362	IMPG2	50939	ENSG00000081148	1	0	1	0	0	2	2
Q9BZW2	1	0	SLC13A1	HGNC:10916	SLC13A1	6561	ENSG00000081800	1	0	1	0	0	2	2
Q9BZW8	1	1	CD244	HGNC:18171	CD244	51744	ENSG00000122223	1	1	1	1	0	4	4
Q9BZZ2	1	1	SIGLEC1	HGNC:11127	SIGLEC1	6614	ENSG00000088827	1	0	1	1	0	3	3
Q9C0A0	1	0	CNTNAP4	HGNC:18747	CNTNAP4	85445	ENSG00000152910	1	1	1	0	0	3	3
Q9C0B5	1	1	ZDHHC5	HGNC:18472	ZDHHC5	25921	ENSG00000156599	1	0	1	1	1	4	4
Q9C0C4	1	1	SEMA4C	HGNC:10731	SEMA4C	54910	ENSG00000168758	1	0	1	1	0	3	3
Q9C0H2	1	1	TTYH3	HGNC:22222	TTYH3	80727	ENSG00000136295	1	0	1	1	0	3	3
Q9C0I4	1	0	THSD7B	HGNC:29348	THSD7B	80731	ENSG00000144229	1	0	1	0	0	2	2
Q9C0K1	1	0	SLC39A8	HGNC:20862	SLC39A8	64116	ENSG00000138821	1	1	1	1	0	4	3
Q9GZK3	1	0	OR2B2	HGNC:13966	OR2B2	81697	ENSG00000168131	1	0	1	0	0	2	2
Q9GZK4	1	0	OR2H1	HGNC:8252	OR2H1	26716	ENSG00000204688	1	0	1	0	0	2	2
Q9GZK6	1	0	OR2J1	HGNC:8259	OR2J1	442185	ENSG00000204702	1	0	1	0	0	2	2
Q9GZK7	1	0	OR11A1	HGNC:8176	OR11A1	26531	ENSG00000204694	1	0	1	0	0	2	2
Q9GZM5	1	0	YIPF3	HGNC:21023	YIPF3	25844	ENSG00000137207	0	0	0	0	0	0	1
Q9GZM6	1	0	OR8D2	HGNC:8482	OR8D2	283160	ENSG00000279116	1	0	1	0	0	2	2
Q9GZN0	1	0	GPR88	HGNC:4539	GPR88	54112	ENSG00000181656	1	1	1	0	0	3	3
Q9GZN6	1	0	SLC6A16	HGNC:13622	SLC6A16	28968	ENSG00000063127	1	0	1	0	0	2	2
Q9GZP7	1	0	VN1R1	HGNC:13548	VN1R1	57191	ENSG00000178201	1	0	1	0	0	2	2
Q9GZQ4	1	0	NMUR2	HGNC:16454	NMUR2	56923	ENSG00000132911	1	0	1	0	1	3	3
Q9GZQ6	1	0	NPFFR1	HGNC:17425	NPFFR1	64106	ENSG00000148734	1	0	1	0	0	2	2
Q9GZU1	1	1	MCOLN1	HGNC:13356	MCOLN1	57192	ENSG00000090674	1	0	1	1	1	4	4
Q9GZV3	1	0	SLC5A7	HGNC:14025	SLC5A7	60482	ENSG00000115665	1	1	1	0	1	4	4
Q9GZW8	1	0	MS4A7	HGNC:13378	MS4A7	58475	ENSG00000166927	1	0	0	0	0	1	1
Q9GZY6	1	0	LAT2	HGNC:12749	LAT2	7462	ENSG00000086730	1	0	0	0	1	2	2
Q9GZZ6	1	0	CHRNA10	HGNC:13800	CHRNA10	57053	ENSG00000129749	1	1	1	0	0	3	3
Q9GZZ7	1	0	GFRA4	HGNC:13821	GFRA4	64096	ENSG00000125861	0	1	1	0	0	2	3
Q9H013	1	1	ADAM19	HGNC:197	ADAM19	8728	ENSG00000135074	1	0	1	1	0	3	3
Q9H015	1	0	SLC22A4	HGNC:10968	SLC22A4	6583	ENSG00000197208	1	1	1	1	0	4	3
Q9H0C2	1	0	SLC25A31	HGNC:25319	SLC25A31	83447	ENSG00000151475	0	0	0	0	0	0	1
Q9H0C3	1	0	TMEM117	HGNC:25308	TMEM117	84216	ENSG00000139173	1	0	0	0	0	1	1
Q9H0Q3	1	0	FXYD6	HGNC:4030	FXYD6	53826	ENSG00000137726	1	0	0	0	0	1	1
Q9H0R3	1	0	TMEM222	HGNC:25363	TMEM222	84065	ENSG00000186501	1	0	0	0	1	2	2
Q9H0U3	1	0	MAGT1	HGNC:28880	MAGT1	84061	ENSG00000102158	1	0	0	0	0	1	1
Q9H0V9	0	1	LMAN2L	HGNC:19263	LMAN2L	81562	ENSG00000114988	0	0	1	1	0	2	2
Q9H0X4	1	0	FAM234A	HGNC:14163	FAM234A	83986	ENSG00000167930	1	1	0	1	0	3	2
Q9H156	1	1	SLITRK2	HGNC:13449	SLITRK2	84631	ENSG00000185985	1	0	1	1	0	3	3
Q9H158	1	0	PCDHAC1	HGNC:8676	PCDHAC1	56135	ENSG00000248383	1	0	1	0	0	2	2
Q9H159	1	1	CDH19	HGNC:1758	CDH19	28513	ENSG00000071991	1	1	1	1	0	4	4
Q9H172	1	0	ABCG4	HGNC:13884	ABCG4	64137	ENSG00000172350	1	0	1	0	0	2	2
Q9H1C0	1	1	LPAR5	HGNC:13307	LPAR5	57121	ENSG00000184574	1	0	1	1	0	3	3
Q9H1D0	1	0	TRPV6	HGNC:14006	TRPV6	55503	ENSG00000165125	1	0	1	0	0	2	2
Q9H1E5	0	1	TMX4	HGNC:25237	TMX4	56255	ENSG00000125827	0	0	1	1	0	2	2
Q9H1J7	0	1	WNT5B	HGNC:16265	WNT5B	81029	ENSG00000111186	0	0	0	1	0	1	1
Q9H1U4	1	0	MEGF9	HGNC:3234	MEGF9	1955	ENSG00000106780	1	0	1	0	0	2	2
Q9H1V8	1	0	SLC6A17	HGNC:31399	SLC6A17	388662	ENSG00000197106	1	0	1	0	0	2	2
Q9H1Y3	1	0	OPN3	HGNC:14007	OPN3	23596	ENSG00000054277	1	0	1	0	1	3	3
Q9H1Z8	1	0	ECRG4	HGNC:24642	ECRG4	84417	ENSG00000119147	1	1	0	0	0	2	2
Q9H1Z9	1	0	TSPAN10	HGNC:29942	TSPAN10	83882	ENSG00000182612	1	0	0	0	0	1	1
Q9H205	1	0	OR2AG1	HGNC:15142	OR2AG1	144125	ENSG00000279486	1	0	1	0	0	2	2
Q9H207	1	0	OR10A5	HGNC:15131	OR10A5	144124	ENSG00000166363	1	0	1	0	0	2	2
Q9H208	1	0	OR10A2	HGNC:8161	OR10A2	341276	ENSG00000170790	1	0	1	0	0	2	2
Q9H209	1	0	OR10A4	HGNC:15130	OR10A4	283297	ENSG00000170782	1	0	1	0	0	2	2
Q9H210	1	0	OR2D2	HGNC:8244	OR2D2	120776	ENSG00000166368	1	0	1	0	0	2	2
Q9H221	1	0	ABCG8	HGNC:13887	ABCG8	64241	ENSG00000143921	1	1	0	0	0	2	2
Q9H222	1	0	ABCG5	HGNC:13886	ABCG5	64240	ENSG00000138075	1	1	1	0	0	3	3
Q9H228	1	1	S1PR5	HGNC:14299	S1PR5	53637	ENSG00000180739	1	0	1	1	0	3	3
Q9H237	1	0	PORCN	HGNC:17652	PORCN	64840	ENSG00000102312	1	0	0	0	0	1	1
Q9H244	1	0	P2RY12	HGNC:18124	P2RY12	64805	ENSG00000169313	1	1	1	0	0	3	3
Q9H251	1	0	CDH23	HGNC:13733	CDH23	64072	ENSG00000107736	1	1	1	0	0	3	3
Q9H252	1	0	KCNH6	HGNC:18862	KCNH6	81033	ENSG00000173826	1	0	0	0	0	1	1
Q9H255	1	0	OR51E2	HGNC:15195	OR51E2	81285	ENSG00000167332	1	0	1	0	0	2	2
Q9H295	1	0	DCSTAMP	HGNC:18549	DCSTAMP	81501	ENSG00000164935	1	1	1	0	0	3	3
Q9H2A7	1	1	CXCL16	HGNC:16642	CXCL16	58191	ENSG00000161921	1	0	1	1	0	3	3
Q9H2B4	1	0	SLC26A1	HGNC:10993	SLC26A1	10861	ENSG00000145217	1	1	1	0	0	3	3
Q9H2C5	1	0	OR52A5	HGNC:19580	OR52A5	390054	ENSG00000171944	1	0	1	0	0	2	2
Q9H2C8	1	0	OR51V1	HGNC:19597	OR51V1	283111	ENSG00000176742	1	0	1	0	0	2	2
Q9H2E6	1	0	SEMA6A	HGNC:10738	SEMA6A	57556	ENSG00000092421	1	0	1	0	0	2	2
Q9H2H9	1	1	SLC38A1	HGNC:13447	SLC38A1	81539	ENSG00000111371	1	1	1	1	0	4	4
Q9H2J7	1	0	SLC6A15	HGNC:13621	SLC6A15	55117	ENSG00000072041	1	0	1	1	0	3	2
Q9H2S6	1	0	TNMD	HGNC:17757	TNMD	64102	ENSG00000000005	1	0	0	0	0	1	1
Q9H2U9	1	0	ADAM7	HGNC:214	ADAM7	8756	ENSG00000069206	1	0	1	0	0	2	2
Q9H2W1	1	0	MS4A6A	HGNC:13375	MS4A6A	64231	ENSG00000110077	1	0	1	0	0	2	2
Q9H2X3	1	0	CLEC4M	HGNC:13523	CLEC4M	10332	ENSG00000104938	1	1	1	0	0	3	3
Q9H2X9	1	0	SLC12A5	HGNC:13818	SLC12A5	57468	ENSG00000124140	1	1	1	1	0	4	3
Q9H2Y9	1	0	SLCO5A1	HGNC:19046	SLCO5A1	81796	ENSG00000137571	1	1	1	0	1	4	4
Q9H310	1	0	RHBG	HGNC:14572	RHBG	57127	ENSG00000132677	1	1	0	0	0	2	2
Q9H313	1	0	TTYH1	HGNC:13476	TTYH1	57348	ENSG00000167614	1	0	1	0	1	3	3
Q9H339	1	0	OR51B5	HGNC:19599	OR51B5	282763	ENSG00000167355	1	0	1	0	0	2	2
Q9H340	1	0	OR51B6	HGNC:19600	OR51B6	390058	ENSG00000176239	1	0	1	0	0	2	2
Q9H341	1	0	OR51M1	HGNC:14847	OR51M1	390059	ENSG00000184698	1	0	1	0	0	2	2
Q9H342	1	0						1	0	1	0	0	2	2
Q9H343	1	0	OR51I1	HGNC:15200	OR51I1	390063	ENSG00000167359	1	0	1	0	0	2	2
Q9H344	1	0	OR51I2	HGNC:15201	OR51I2	390064	ENSG00000187918	1	0	1	0	0	2	2
Q9H346	1	0	OR52D1	HGNC:15212	OR52D1	390066	ENSG00000181609	1	0	1	0	0	2	2
Q9H3M0	1	0	KCNF1	HGNC:6246	KCNF1	3754	ENSG00000162975	0	1	0	0	0	1	2
Q9H3N1	1	0	TMX1	HGNC:15487	TMX1	81542	ENSG00000139921	1	0	0	0	0	1	1
Q9H3N8	1	0	HRH4	HGNC:17383	HRH4	59340	ENSG00000134489	1	0	1	0	0	2	2
Q9H3R2	1	0	MUC13	HGNC:7511	MUC13	56667	ENSG00000173702	1	1	1	0	0	3	3
Q9H3S1	1	1	SEMA4A	HGNC:10729	SEMA4A	64218	ENSG00000196189	1	0	1	1	0	3	3
Q9H3S3	1	1	TMPRSS5	HGNC:14908	TMPRSS5	80975	ENSG00000166682	1	0	1	1	0	3	3
Q9H3T2	1	0	SEMA6C	HGNC:10740	SEMA6C	10500	ENSG00000143434	1	1	1	0	0	3	3
Q9H3T3	1	1	SEMA6B	HGNC:10739	SEMA6B	10501	ENSG00000167680	1	0	1	1	0	3	3
Q9H3V2	1	0	MS4A5	HGNC:13374	MS4A5	64232	ENSG00000166930	1	0	0	0	0	1	1
Q9H3W5	1	0	LRRN3	HGNC:17200	LRRN3	54674	ENSG00000173114	1	0	1	0	0	2	2
Q9H400	1	0	LIME1	HGNC:26016	LIME1	54923	ENSG00000203896	1	1	0	0	0	2	2
Q9H461	1	0	FZD8	HGNC:4046	FZD8	8325	ENSG00000177283	1	0	1	0	0	2	2
Q9H4A9	1	0	DPEP2	HGNC:23028	DPEP2	64174	ENSG00000167261	0	0	1	0	0	1	2
Q9H4B8	1	0	DPEP3	HGNC:23029	DPEP3	64180	ENSG00000141096	0	0	1	0	0	1	2
Q9H4D0	1	0	CLSTN2	HGNC:17448	CLSTN2	64084	ENSG00000158258	1	1	1	0	0	3	3
Q9H5I5	1	0	PIEZO2	HGNC:26270	PIEZO2	63895	ENSG00000154864	1	1	1	1	1	5	4
Q9H5V8	1	1	CDCP1	HGNC:24357	CDCP1	64866	ENSG00000163814	1	0	1	1	0	3	3
Q9H5Y7	1	1	SLITRK6	HGNC:23503	SLITRK6	84189	ENSG00000184564	1	1	1	1	1	5	5
Q9H665	1	0	IGFLR1	HGNC:23620	IGFLR1	79713	ENSG00000126246	1	0	1	0	1	3	3
Q9H6B4	1	1	CLMP	HGNC:24039	CLMP	79827	ENSG00000166250	1	1	1	1	0	4	4
Q9H6D3	1	0	XKR8	HGNC:25508	XKR8	55113	ENSG00000158156	1	0	0	0	0	1	1
Q9H6D8	1	0	FNDC4	HGNC:20239	FNDC4	64838	ENSG00000115226	1	0	1	0	0	2	2
Q9H6L2	1	1	TMEM231	HGNC:37234	TMEM231	79583	ENSG00000205084	0	1	1	1	0	3	4
Q9H6X2	1	1	ANTXR1	HGNC:21014	ANTXR1	84168	ENSG00000169604	1	1	1	1	0	4	4
Q9H6X4	1	0	TMEM134	HGNC:26142	TMEM134	80194	ENSG00000172663	1	0	0	0	0	1	1
Q9H6Y7	1	0	RNF167	HGNC:24544	RNF167	26001	ENSG00000108523	0	0	1	0	0	1	2
Q9H741	0	1	SPRING1	HGNC:26128	SPRING1	79794	ENSG00000111412	0	0	0	1	0	1	1
Q9H756	1	0	LRRC19	HGNC:23379	LRRC19	64922	ENSG00000184434	1	0	1	0	0	2	2
Q9H7M9	1	1	VSIR	HGNC:30085	VSIR	64115	ENSG00000107738	1	0	1	1	0	3	3
Q9H7T0	1	0	CATSPERB	HGNC:20500	CATSPERB	79820	ENSG00000133962	1	1	0	0	0	2	2
Q9H7V2	1	0	SYNDIG1	HGNC:15885	SYNDIG1	79953	ENSG00000101463	1	1	0	0	0	2	2
Q9H813	1	0	PACC1	HGNC:25593	PACC1	55248	ENSG00000065600	1	1	0	1	0	3	2
Q9H8J5	1	0	MANSC1	HGNC:25505	MANSC1	54682	ENSG00000111261	1	0	1	0	0	2	2
Q9H8M5	1	1	CNNM2	HGNC:103	CNNM2	54805	ENSG00000148842	1	1	1	1	0	4	4
Q9H9K5	1	0	ERVMER34-1	HGNC:42970	ERVMER34-1	100288413	ENSG00000226887	1	0	1	0	0	2	2
Q9H9P2	1	0	CHODL	HGNC:17807	CHODL	140578	ENSG00000154645	1	0	1	0	0	2	2
Q9H9S5	1	1	FKRP	HGNC:17997	FKRP	79147	ENSG00000181027	0	0	1	1	0	2	3
Q9HA72	1	0	CALHM2	HGNC:23493	CALHM2	51063	ENSG00000138172	1	0	1	0	0	2	2
Q9HAB3	1	0	SLC52A2	HGNC:30224	SLC52A2	79581	ENSG00000185803	0	0	1	0	0	1	2
Q9HAP6	1	0	LIN7B	HGNC:17788	LIN7B	64130	ENSG00000104863	1	1	0	0	0	2	2
Q9HAR2	1	0	ADGRL3	HGNC:20974	ADGRL3	23284	ENSG00000150471	1	0	1	0	0	2	2
Q9HAS3	1	0	SLC28A3	HGNC:16484	SLC28A3	64078	ENSG00000197506	1	1	1	0	0	3	3
Q9HAV5	1	0	EDA2R	HGNC:17756	EDA2R	60401	ENSG00000131080	1	0	1	0	1	3	3
Q9HB14	1	0	KCNK13	HGNC:6275	KCNK13	56659	ENSG00000152315	1	0	0	0	1	2	2
Q9HB15	1	0	KCNK12	HGNC:6274	KCNK12	56660	ENSG00000184261	0	0	0	0	0	0	1
Q9HB29	1	1	IL1RL2	HGNC:5999	IL1RL2	8808	ENSG00000115598	1	1	1	1	0	4	4
Q9HB89	1	1	NMUR1	HGNC:4518	NMUR1	10316	ENSG00000171596	1	0	1	1	0	3	3
