hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	source	evidence_tier	cellphonedb_denominator_member	therasabdab_denominator_member	antibody_evidence	extracellular
HGNC:4539	GPR88	Q9GZN0	ENSG00000181656	54112	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:4576	GRID2	O43424	ENSG00000152208	2895	IntAct: interaction-changing mutations	mutation	1	0	0	0
HGNC:4585	GRIN2A	Q12879	ENSG00000183454	2903	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:4586	GRIN2B	Q13224	ENSG00000273079	2904	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:4601	GRN	P28799	ENSG00000030582	2896	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:4606	PDIA3	P30101	ENSG00000167004	2923	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:463	AMFR	Q9UKV5	ENSG00000159461	267	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:4688	GUCY2C	P25092	ENSG00000070019	2984	IntAct: interaction-changing mutations	mutation	0	1	0	0
HGNC:4702	GYPA	P02724	ENSG00000170180	2993	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:4709	GZMB	P10144	ENSG00000100453	3002	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:471	AMPH	P49418	ENSG00000078053	273	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:4840	HCK	P08631	ENSG00000101336	3055	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:4886	HFE	Q30201	ENSG00000010704	3077	IntAct: interaction-changing mutations	mutation	1	0	0	1
HGNC:4887	HJV	Q6ZVN8	ENSG00000168509	148738	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:493	ANK2	Q01484	ENSG00000145362	287	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:4934	HLA-DMA	P28067	ENSG00000204257	3108	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:4947	HLA-DRA	P01903	ENSG00000204287	3122	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:4962	HLA-E	P13747	ENSG00000204592	3133	IntAct: interaction-changing mutations	mutation	1	0	0	1
HGNC:5232	HSPA1A	P0DMV8	ENSG00000204389	3303	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:5238	HSPA5	P11021	ENSG00000044574	3309	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:5241	HSPA8	P11142	ENSG00000109971	3312	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:5244	HSPA9	P38646	ENSG00000113013	3313	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:5246	HSPB1	P04792	ENSG00000106211	3315	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:5253	HSP90AA1	P07900	ENSG00000080824	3320	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:5258	HSP90AB1	P08238	ENSG00000096384	3326	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:5261	HSPD1	P10809	ENSG00000144381	3329	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:5295	HTR2C	P28335	ENSG00000147246	3358	IntAct: interaction-changing mutations	mutation	1	0	0	0
HGNC:5297	HTR3A	P46098	ENSG00000166736	3359	IntAct: interaction-changing mutations	mutation	1	0	0	1
HGNC:5331	NOD2	Q9HC29	ENSG00000167207	64127	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:5348	ICAM5	Q9UMF0	ENSG00000105376	7087	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:5351	ICOS	Q9Y6W8	ENSG00000163600	29851	IntAct: interaction-changing mutations	mutation	1	1	0	1
HGNC:5432	IFNAR1	P17181	ENSG00000142166	3454	IntAct: interaction-changing mutations	mutation	0	1	0	0
HGNC:5433	IFNAR2	P48551	ENSG00000159110	3455	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:5465	IGF1R	P08069	ENSG00000140443	3480	IntAct: interaction-changing mutations	mutation	1	1	0	0
HGNC:5467	IGF2R	P11717	ENSG00000197081	3482	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:564	AP2M1	Q96CW1	ENSG00000161203	1173	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:57	ABCC6	O95255	ENSG00000091262	368	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:583	APC	P25054	ENSG00000134982	324	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:5964	IL10RA	Q13651	ENSG00000110324	3587	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:5965	IL10RB	Q08334	ENSG00000243646	3588	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:6017	IL5RA	Q01344	ENSG00000091181	3568	IntAct: interaction-changing mutations	mutation	0	1	0	1
HGNC:6021	IL6ST	P40189	ENSG00000134352	3572	IntAct: interaction-changing mutations	mutation	1	0	0	1
HGNC:6091	INSR	P06213	ENSG00000171105	3643	IntAct: interaction-changing mutations	mutation	1	1	0	1
HGNC:6125	IRS1	P35568	ENSG00000169047	3667	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:613	APOE	P02649	ENSG00000130203	348	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6137	ITGA2	P17301	ENSG00000164171	3673	IntAct: interaction-changing mutations	mutation	0	1	0	1
HGNC:6138	ITGA2B	P08514	ENSG00000005961	3674	IntAct: interaction-changing mutations	mutation	0	1	0	0
HGNC:6140	ITGA4	P13612	ENSG00000115232	3676	IntAct: interaction-changing mutations	mutation	0	1	0	0
HGNC:6141	ITGA5	P08648	ENSG00000161638	3678	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:6153	ITGB1	P05556	ENSG00000150093	3688	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6156	ITGB3	P05106	ENSG00000259207	3690	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6158	ITGB4	P16144	ENSG00000132470	3691	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6160	ITGB5	P18084	ENSG00000082781	3693	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6162	ITGB7	P26010	ENSG00000139626	3695	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6174	ITM2B	Q9Y287	ENSG00000136156	9445	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6188	JAG1	P78504	ENSG00000101384	182	IntAct: interaction-changing mutations	mutation	1	0	0	1
HGNC:620	APP	P05067	ENSG00000142192	351	IntAct: interaction-changing mutations	mutation	1	1	0	1
HGNC:6211	ANOS1	P23352	ENSG00000011201	3730	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6215	KARS1	Q15046	ENSG00000065427	3735	IntAct: interaction-changing mutations	mutation	0	1	0	0
HGNC:6240	KCNE1	P15382	ENSG00000180509	3753	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6250	KCNH1	O95259	ENSG00000143473	3756	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6256	KCNJ10	P78508	ENSG00000177807	3766	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6257	KCNJ11	Q14654	ENSG00000187486	3767	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6265	KCNJ4	P48050	ENSG00000168135	3761	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6272	KCNK1	O00180	ENSG00000135750	3775	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6307	KDR	P35968	ENSG00000128052	3791	IntAct: interaction-changing mutations	mutation	1	1	0	1
HGNC:6329	KIR2DL1	P43626	ENSG00000125498	3802	IntAct: interaction-changing mutations	mutation	1	0	0	1
HGNC:6331	KIR2DL3	P43628	ENSG00000243772	3804	IntAct: interaction-changing mutations	mutation	1	0	0	1
HGNC:6336	KIR2DS4	P43632	ENSG00000221957	3809	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:6338	KIR3DL1	P43629	ENSG00000167633	3811	IntAct: interaction-changing mutations	mutation	1	0	0	1
HGNC:634	AQP2	P41181	ENSG00000167580	359	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6342	KIT	P10721	ENSG00000157404	3815	IntAct: interaction-changing mutations	mutation	1	1	0	0
HGNC:637	AQP4	P55087	ENSG00000171885	361	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6373	KLRB1	Q12918	ENSG00000111796	3820	IntAct: interaction-changing mutations	mutation	1	1	0	1
HGNC:6374	KLRC1	P26715	ENSG00000134545	3821	IntAct: interaction-changing mutations	mutation	1	1	0	1
HGNC:6375	KLRC2	P26717	ENSG00000205809	3822	IntAct: interaction-changing mutations	mutation	1	0	0	1
HGNC:6378	KLRD1	Q13241	ENSG00000134539	3824	IntAct: interaction-changing mutations	mutation	0	1	0	1
HGNC:640	AQP7	O14520	ENSG00000165269	364	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6412	KRT1	P04264	ENSG00000167768	3848	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6499	LAMP1	P11279	ENSG00000185896	3916	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:651	AREG	P15514	ENSG00000109321	374	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6547	LDLR	P01130	ENSG00000130164	3949	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:6554	LEPR	P48357	ENSG00000116678	3953	IntAct: interaction-changing mutations	mutation	1	1	0	0
HGNC:6563	LGALS3	P17931	ENSG00000131981	3958	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6569	LGALS8	O00214	ENSG00000116977	3964	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6606	LILRB2	Q8N423	ENSG00000131042	10288	IntAct: interaction-changing mutations	mutation	1	1	0	1
HGNC:6656	LNPEP	Q9UIQ6	ENSG00000113441	4012	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6657	LNX1	Q8TBB1	ENSG00000072201	84708	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:667	RHOA	P61586	ENSG00000067560	387	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6677	LPL	P06858	ENSG00000175445	4023	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6692	LRP1	Q07954	ENSG00000123384	4035	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:6696	LRP4	O75096	ENSG00000134569	4038	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:6697	LRP5	O75197	ENSG00000162337	4041	IntAct: interaction-changing mutations	mutation	1	0	0	1
HGNC:6698	LRP6	O75581	ENSG00000070018	4040	IntAct: interaction-changing mutations	mutation	1	0	0	1
HGNC:6700	LRP8	Q14114	ENSG00000157193	7804	IntAct: interaction-changing mutations	mutation	1	0	0	1
HGNC:6720	LTF	P02788	ENSG00000012223	4057	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6730	LY9	Q9HBG7	ENSG00000122224	4063	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6735	LYN	P07948	ENSG00000254087	4067	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6743	CAPRIN1	Q14444	ENSG00000135387	4076	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6893	MAPT	P10636	ENSG00000186868	4137	IntAct: interaction-changing mutations	mutation	0	1	0	0
HGNC:6902	MASP2	O00187	ENSG00000009724	10747	IntAct: interaction-changing mutations	mutation	0	1	0	0
HGNC:6922	MBL2	P11226	ENSG00000165471	4153	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6925	MBP	P02686	ENSG00000197971	4155	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:6930	MC2R	Q01718	ENSG00000185231	4158	IntAct: interaction-changing mutations	mutation	1	0	0	0
HGNC:6935	MCC	P23508	ENSG00000171444	4163	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:7029	MET	P08581	ENSG00000105976	4233	IntAct: interaction-changing mutations	mutation	1	1	0	0
HGNC:7160	MMP14	P50281	ENSG00000157227	4323	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:7161	MMP15	P51511	ENSG00000102996	4324	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:7373	MSN	P26038	ENSG00000147065	4478	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:74	ABCG2	Q9UNQ0	ENSG00000118777	9429	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:7463	MTNR1A	P48039	ENSG00000168412	4543	IntAct: interaction-changing mutations	mutation	1	0	0	0
HGNC:7521	CDHR5	Q9HBB8	ENSG00000099834	53841	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:7579	MYH9	P35579	ENSG00000100345	4627	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:773	ASTN1	O14525	ENSG00000152092	460	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:7849	NME1	P15531	ENSG00000239672	4830	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:7881	NOTCH1	P46531	ENSG00000148400	4851	IntAct: interaction-changing mutations	mutation	1	1	0	0
HGNC:7897	NPC1	O15118	ENSG00000141458	4864	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:7908	NPHS1	O60500	ENSG00000161270	4868	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:8004	NRP1	O14786	ENSG00000099250	8829	IntAct: interaction-changing mutations	mutation	1	1	0	1
HGNC:8005	NRP2	O60462	ENSG00000118257	8828	IntAct: interaction-changing mutations	mutation	1	0	0	1
HGNC:8008	NRXN1	P58400	ENSG00000179915	9378	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:8014	YBX1	P67809	ENSG00000065978	4904	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:8033	NTRK3	Q16288	ENSG00000140538	4916	IntAct: interaction-changing mutations	mutation	1	0	0	0
HGNC:8104	OCLN	Q16625	ENSG00000197822	100506658	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:814	ATP2B1	P20020	ENSG00000070961	490	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:815	ATP2B2	Q01814	ENSG00000157087	491	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:8153	OPRD1	P41143	ENSG00000116329	4985	IntAct: interaction-changing mutations	mutation	1	0	0	0
HGNC:830	ATP5F1B	P06576	ENSG00000110955	506	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:8548	P4HB	P07237	ENSG00000185624	5034	IntAct: interaction-changing mutations	mutation	1	0	0	0
HGNC:8573	PAEP	P09466	ENSG00000122133	5047	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:8614	PAWR	Q96IZ0	ENSG00000177425	5074	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:870	ATP7B	P35670	ENSG00000123191	540	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:8749	CDK16	Q00536	ENSG00000102225	5127	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:8804	PDGFRB	P09619	ENSG00000113721	5159	IntAct: interaction-changing mutations	mutation	1	1	0	0
HGNC:8823	PECAM1	P16284	ENSG00000261371	5175	IntAct: interaction-changing mutations	mutation	1	0	0	1
HGNC:8883	CDK14	O94921	ENSG00000058091	5218	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:897	AVPR2	P30518	ENSG00000126895	554	IntAct: interaction-changing mutations	mutation	1	0	0	0
HGNC:9008	PKD1	P98161	ENSG00000008710	5310	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9009	PKD2	Q13563	ENSG00000118762	5311	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9021	PKM	P14618	ENSG00000067225	5315	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9024	PKP2	Q99959	ENSG00000057294	5318	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9026	PKP4	Q99569	ENSG00000144283	8502	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:905	AXL	P30530	ENSG00000167601	558	IntAct: interaction-changing mutations	mutation	1	1	0	1
HGNC:9065	PLCG1	P19174	ENSG00000124181	5335	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9086	PLP1	P60201	ENSG00000123560	5354	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9103	PLXNB1	O43157	ENSG00000164050	5364	IntAct: interaction-changing mutations	mutation	1	0	0	0
HGNC:9118	PMP22	Q01453	ENSG00000109099	5376	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9253	PPIA	P62937	ENSG00000196262	5478	IntAct: interaction-changing mutations	mutation	1	0	0	0
HGNC:933	BACE1	P56817	ENSG00000186318	23621	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9352	PRDX1	Q06830	ENSG00000117450	5052	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9393	PRKCA	P17252	ENSG00000154229	5578	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9406	PKN2	Q16513	ENSG00000065243	5586	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:943	ADGRB1	O14514	ENSG00000181790	575	IntAct: interaction-changing mutations	mutation	1	0	0	0
HGNC:944	ADGRB2	O60241	ENSG00000121753	576	IntAct: interaction-changing mutations	mutation	1	0	0	0
HGNC:9446	PRLR	P16471	ENSG00000113494	5618	IntAct: interaction-changing mutations	mutation	1	1	0	0
HGNC:9449	PRNP	P04156	ENSG00000171867	5621	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:947	BAIAP2	Q9UQB8	ENSG00000175866	10458	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9470	PRRG2	O14669	ENSG00000126460	5639	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9476	HTRA1	Q92743	ENSG00000166033	5654	IntAct: interaction-changing mutations	mutation	0	1	0	0
HGNC:9508	PSEN1	P49768	ENSG00000080815	5663	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9509	PSEN2	P49810	ENSG00000143801	5664	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9585	PTCH1	Q13635	ENSG00000185920	5727	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:9608	PTH1R	Q03431	ENSG00000160801	5745	IntAct: interaction-changing mutations	mutation	1	0	0	0
HGNC:9612	PTK2B	Q14289	ENSG00000120899	2185	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9652	PTPN22	Q9Y2R2	ENSG00000134242	26191	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9662	SIRPA	P78324	ENSG00000198053	140885	IntAct: interaction-changing mutations	mutation	1	1	0	1
HGNC:9664	PTPRA	P18433	ENSG00000132670	5786	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9673	PTPRJ	Q12913	ENSG00000149177	5795	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9680	PTPRR	Q15256	ENSG00000153233	5801	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9688	CAVIN1	Q6NZI2	ENSG00000177469	284119	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9692	PTX3	P26022	ENSG00000163661	5806	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9706	NECTIN1	Q15223	ENSG00000110400	5818	IntAct: interaction-changing mutations	mutation	1	0	0	1
HGNC:9707	NECTIN2	Q92692	ENSG00000130202	5819	IntAct: interaction-changing mutations	mutation	1	0	0	1
HGNC:9839	RALA	P11233	ENSG00000006451	5898	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9841	RALBP1	Q15311	ENSG00000017797	10928	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9844	RAMP2	O60895	ENSG00000131477	10266	IntAct: interaction-changing mutations	mutation	0	0	0	1
HGNC:9869	PLAAT4	Q9UL19	ENSG00000133321	5920	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:9967	RET	P07949	ENSG00000165731	5979	IntAct: interaction-changing mutations	mutation	0	0	0	0
HGNC:100	ASIC1	P78348	ENSG00000110881	41	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10249	ROBO1	Q9Y6N7	ENSG00000169855	6091	SurfaceBind: predicted sites	predicted	1	0	0	NA
HGNC:10250	ROBO2	Q9HCK4	ENSG00000185008	6092	SurfaceBind: predicted sites	predicted	1	0	0	NA
HGNC:10256	ROR1	Q01973	ENSG00000185483	4919	SurfaceBind: predicted sites	predicted	1	1	0	NA
HGNC:10257	ROR2	Q01974	ENSG00000169071	4920	SurfaceBind: predicted sites	predicted	1	1	0	NA
HGNC:10261	ROS1	P08922	ENSG00000047936	6098	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:103	CNNM2	Q9H8M5	ENSG00000148842	54805	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10381	RPN1	P04843	ENSG00000163902	6184	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:104	CNNM3	Q8NE01	ENSG00000168763	26505	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10481	RYK	P34925	ENSG00000163785	6259	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:105	CNNM4	Q6P4Q7	ENSG00000158158	26504	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10539	TSPAN31	Q12999	ENSG00000135452	6302	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10582	SCN10A	Q9Y5Y9	ENSG00000185313	6336	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10583	SCN11A	Q9UI33	ENSG00000168356	11280	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10585	SCN1A	P35498	ENSG00000144285	6323	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10586	SCN1B	Q07699	ENSG00000105711	6324	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10588	SCN2A	Q99250	ENSG00000136531	6326	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10589	SCN2B	O60939	ENSG00000149575	6327	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10590	SCN3A	Q9NY46	ENSG00000153253	6328	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10591	SCN4A	P35499	ENSG00000007314	6329	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10592	SCN4B	Q8IWT1	ENSG00000177098	6330	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10593	SCN5A	Q14524	ENSG00000183873	6331	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10594	SCN7A	Q01118	ENSG00000136546	6332	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10596	SCN8A	Q9UQD0	ENSG00000196876	6334	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10597	SCN9A	Q15858	ENSG00000169432	6335	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10599	SCNN1A	P37088	ENSG00000111319	6337	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:1060	CXCR5	P32302	ENSG00000160683	643	SurfaceBind: predicted sites	predicted	1	0	0	NA
HGNC:10600	SCNN1B	P51168	ENSG00000168447	6338	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10601	SCNN1D	P51172	ENSG00000162572	6339	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10602	SCNN1G	P51170	ENSG00000166828	6340	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10608	SCTR	P47872	ENSG00000080293	6344	SurfaceBind: predicted sites	predicted	1	0	0	NA
HGNC:10707	SECTM1	Q8WVN6	ENSG00000141574	6398	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10718	SELE	P16581	ENSG00000007908	6401	SurfaceBind: predicted sites	predicted	1	0	0	NA
HGNC:10720	SELL	P14151	ENSG00000188404	6402	SurfaceBind: predicted sites	predicted	1	0	0	NA
HGNC:10721	SELP	P16109	ENSG00000174175	6403	SurfaceBind: predicted sites	predicted	1	1	0	NA
HGNC:10729	SEMA4A	Q9H3S1	ENSG00000196189	64218	SurfaceBind: predicted sites	predicted	1	0	0	NA
HGNC:10730	SEMA4B	Q9NPR2	ENSG00000185033	10509	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10731	SEMA4C	Q9C0C4	ENSG00000168758	54910	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10732	SEMA4D	Q92854	ENSG00000187764	10507	SurfaceBind: predicted sites	predicted	1	1	0	NA
HGNC:10734	SEMA4F	O95754	ENSG00000135622	10505	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10735	SEMA4G	Q9NTN9	ENSG00000095539	57715	SurfaceBind: predicted sites	predicted	1	0	0	NA
HGNC:10736	SEMA5A	Q13591	ENSG00000112902	9037	SurfaceBind: predicted sites	predicted	1	0	0	NA
HGNC:10737	SEMA5B	Q9P283	ENSG00000082684	54437	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10738	SEMA6A	Q9H2E6	ENSG00000092421	57556	SurfaceBind: predicted sites	predicted	1	0	0	NA
HGNC:10739	SEMA6B	Q9H3T3	ENSG00000167680	10501	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10740	SEMA6C	Q9H3T2	ENSG00000143434	10500	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10741	SEMA7A	O75326	ENSG00000138623	8482	SurfaceBind: predicted sites	predicted	1	0	0	NA
HGNC:1076	BMPR1A	P36894	ENSG00000107779	657	SurfaceBind: predicted sites	predicted	1	0	0	NA
HGNC:1078	BMPR2	Q13873	ENSG00000204217	659	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:108	ACHE	P22303	ENSG00000087085	43	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10805	SGCA	Q16586	ENSG00000108823	6442	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10806	SGCB	Q16585	ENSG00000163069	6443	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10807	SGCD	Q92629	ENSG00000170624	6444	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10808	SGCE	O43556	ENSG00000127990	8910	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10874	SIGLEC5	O15389	ENSG00000105501	8778	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10875	SIGLEC6	O43699	ENSG00000105492	946	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10876	SIGLEC7	Q9Y286	ENSG00000168995	27036	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10877	SIGLEC8	Q9NYZ4	ENSG00000105366	27181	SurfaceBind: predicted sites	predicted	0	1	0	NA
HGNC:10878	SIGLEC9	Q9Y336	ENSG00000129450	27180	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10880	PMEL	P40967	ENSG00000185664	6490	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10903	SLAMF1	Q13291	ENSG00000117090	6504	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10906	SLC10A2	Q12908	ENSG00000125255	6555	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10910	SLC12A1	Q13621	ENSG00000074803	6557	SurfaceBind: predicted sites	predicted	0	0	0	NA
HGNC:10911	SLC12A2	P55011	ENSG00000064651	6558	SurfaceBind: predicted sites	predicted	0	0	0	NA
