therapeutic	target_annotation	arm_group	component	status	candidate_hgnc_ids	exclusion_reference
Abagovomab	MUC16/CA125	0	MUC16/CA125	anti_idiotype_mimics_antigen_not_direct_target_binder	HGNC:15582	https://pmc.ncbi.nlm.nih.gov/articles/PMC5795662/
Abazistobart	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Abciximab	ITGA2B/CD41	0	ITGA2B/CD41	approved_symbol	HGNC:6138	
Abelacimab	F11	0	F11	approved_symbol	HGNC:3529	
Abiprubart	TNFRSF5/CD40	0	TNFRSF5/CD40	approved_symbol	HGNC:11919	
Abituzumab	ITGAV/CD51	0	ITGAV/CD51	approved_symbol	HGNC:6150	
Abrezekimab	IL13	0	IL13	approved_symbol	HGNC:5973	
Abrilumab	ITGA4B7	0	ITGA4B7	complex_target_not_direct_subunit		
Acapatamab	FOLH1/GCPII/PSMA;CD3E	0	FOLH1/GCPII/PSMA	approved_symbol	HGNC:3788	
Acapatamab	FOLH1/GCPII/PSMA;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Acasunlimab	PDL1/CD274;TNFRSF9/CD137/4-1BB	0	PDL1/CD274	approved_symbol	HGNC:17635	
Acasunlimab	PDL1/CD274;TNFRSF9/CD137/4-1BB	1	TNFRSF9/CD137/4-1BB	approved_symbol	HGNC:11924	
Acimtamig	FCGR3A/CD16/CD16A;TNFRSF8/CD30	0	FCGR3A/CD16/CD16A	approved_symbol	HGNC:3619	
Acimtamig	FCGR3A/CD16/CD16A;TNFRSF8/CD30	1	TNFRSF8/CD30	approved_symbol	HGNC:11923	
Acrixolimab	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Actoxumab	Clostridium difficile Toxin A	0	Clostridium difficile Toxin A	unresolved_or_nonprotein		
Adakitug	CXCL8	0	CXCL8	approved_symbol	HGNC:6025	
Adalimumab	TNF/TNFA	0	TNF/TNFA	approved_symbol	HGNC:11892	
Adebrelimab	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Adecatumumab	EPCAM/CD326	0	EPCAM/CD326	approved_symbol	HGNC:11529	
Adezkibart	FLT3LG	0	FLT3LG	approved_symbol	HGNC:3766	
Adimanebart	MUSK	0	MUSK	approved_symbol	HGNC:7525	
Adintrevimab	SARS-CoV-2 Spike	0	SARS-CoV-2 Spike	unresolved_or_nonprotein		
Aducanumab	APP	0	APP	approved_symbol	HGNC:620	
Afasevikumab	IL17A	0	IL17A	approved_symbol	HGNC:5981	
Afimkibart	TNFSF15/TL1A/VEGI	0	TNFSF15/TL1A/VEGI	approved_symbol	HGNC:11931	
Alacizumab	KDR/CD309/VEGFR2	0	KDR/CD309/VEGFR2	approved_symbol	HGNC:6307	
Alcestobart	LAG3/CD223	0	LAG3/CD223	approved_symbol	HGNC:6476	
Aldastotug	SIGLEC15/CD33L3	0	SIGLEC15/CD33L3	approved_symbol	HGNC:27596	
Alemtuzumab	CD52	0	CD52	approved_symbol	HGNC:1804	
Aletekitug	IL18	0	IL18	approved_symbol	HGNC:5986	
Alextatug	RNP complex containing PABPC1	0	RNP complex containing PABPC1	unresolved_or_nonprotein		
Alirocumab	PCSK9	0	PCSK9	approved_symbol	HGNC:20001	
Alomfilimab	ICOS/CD278	0	ICOS/CD278	approved_symbol	HGNC:5351	
Alnuctamab	TNFRSF17/CD269/BCMA/TNFRSF13A;CD3E	0	TNFRSF17/CD269/BCMA/TNFRSF13A	approved_symbol	HGNC:11913	
Alnuctamab	TNFRSF17/CD269/BCMA/TNFRSF13A;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Alpitatug	KLK2/KLK2A2/hGK-1/hK2	0	KLK2/KLK2A2/hGK-1/hK2	approved_symbol	HGNC:6363	
Alsevalimab	VTCN1/B7H4	0	VTCN1/B7H4	approved_symbol	HGNC:28873	
Amatuximab	MSLN	0	MSLN	approved_symbol	HGNC:7371	
Amdokitug	IL17A	0	IL17A	approved_symbol	HGNC:5981	
Amtabafusp	CD3E	0	CD3E	approved_symbol	HGNC:1674	
Amivantamab	EGFR/ERBB1/HER1;MET/HGFR	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Amivantamab	EGFR/ERBB1/HER1;MET/HGFR	1	MET/HGFR	approved_symbol	HGNC:7029	
Amlenetug	SNCA/PARK1/PARK4	0	SNCA/PARK1/PARK4	approved_symbol	HGNC:11138	
Amlitelimab	TNFSF4/CD134/CD252/OX40L	0	TNFSF4/CD134/CD252/OX40L	approved_symbol	HGNC:11934	
Amostomig	IAP/CD47/MER6/OA3;PDL1/CD274	0	IAP/CD47/MER6/OA3	approved_symbol	HGNC:1682	
Amostomig	IAP/CD47/MER6/OA3;PDL1/CD274	1	PDL1/CD274	approved_symbol	HGNC:17635	
Amrecibart	F11	0	F11	approved_symbol	HGNC:3529	
Amubarvimab	SARS-CoV-2 Spike RBD	0	SARS-CoV-2 Spike RBD	unresolved_or_nonprotein		
Amulirafusp	MS4A1/CD20	0	MS4A1/CD20	approved_symbol	HGNC:7315	
Anbenitamab	ERBB2/CD340/HER2 (Domain II);ERBB2/CD340/HER2 (Domain IV)	0	ERBB2/CD340/HER2 (Domain II)	approved_symbol	HGNC:3430	
Anbenitamab	ERBB2/CD340/HER2 (Domain II);ERBB2/CD340/HER2 (Domain IV)	1	ERBB2/CD340/HER2 (Domain IV)	approved_symbol	HGNC:3430	
Andecaliximab	MMP9/GELB	0	MMP9/GELB	approved_symbol	HGNC:7176	
Anetumab	MSLN	0	MSLN	approved_symbol	HGNC:7371	
Anifrolumab	IFNAR1	0	IFNAR1	approved_symbol	HGNC:5432	
Anivovetmab	Minor Capsid VP2 (Canine)	0	Minor Capsid VP2 (Canine)	nonhuman_target		
Anrukinzumab	IL13	0	IL13	approved_symbol	HGNC:5973	
Anselamimab	Light Chain Amyloid Fibrils	0	Light Chain Amyloid Fibrils	unresolved_or_nonprotein		
Ansipastobart	NT5E/CALJA/CD73	0	NT5E/CALJA/CD73	approved_symbol	HGNC:8021	
Ansuvimab	Zaire Ebolavirus Glycoprotein	0	Zaire Ebolavirus Glycoprotein	unresolved_or_nonprotein		
Anumigilimab	CSF3R/CD114	0	CSF3R/CD114	approved_symbol	HGNC:2439	
Anvatabart	ERBB2/CD340/HER2	0	ERBB2/CD340/HER2	approved_symbol	HGNC:3430	
Anzurstobart	SIRPA	0	SIRPA	approved_symbol	HGNC:9662	
Apamistamab	PTPRC/CD45	0	PTPRC/CD45	approved_symbol	HGNC:9666	
Apitegromab	pro-MSTN/GDF8/GDF-8/pro-GDF8	0	pro-MSTN/GDF8/GDF-8/pro-GDF8	reviewed_gene_product	HGNC:4223	
Aplitabart	TNFRSF10B/CD262/DR5/TRAILR2	0	TNFRSF10B/CD262/DR5/TRAILR2	approved_symbol	HGNC:11905	
Aprutumab	FGFR2/CD332	0	FGFR2/CD332	approved_symbol	HGNC:3689	
Arcitumomab	CEA/CEACAM	0	CEA/CEACAM	ambiguous_alias	HGNC:1817;HGNC:1819;HGNC:9519	
Armocibart	TFPI	0	TFPI	approved_symbol	HGNC:11760	
Arumakimig	IL18;IL1B	0	IL18	approved_symbol	HGNC:5986	
Arumakimig	IL18;IL1B	1	IL1B	approved_symbol	HGNC:5992	
Ascrinvacumab	ACVRL1/SKR3	0	ACVRL1/SKR3	approved_symbol	HGNC:175	
Aselizumab	L-Selectin	0	L-Selectin	unresolved_or_nonprotein		
Astegolimab	IL1RL1/ST2	0	IL1RL1/ST2	approved_symbol	HGNC:5998	
Atenastobart	TNFRSF9/CD137/4-1BB	0	TNFRSF9/CD137/4-1BB	approved_symbol	HGNC:11924	
Atezolizumab	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Atibuclimab	CD14	0	CD14	approved_symbol	HGNC:1628	
Atidortoxumab	Staphylococcus aureus Toxin A	0	Staphylococcus aureus Toxin A	unresolved_or_nonprotein		
Atigotatug	Fucosyl-GM1	0	Fucosyl-GM1	unresolved_or_nonprotein		
Atinumab	RTN4/Nogo	0	RTN4/Nogo	approved_symbol	HGNC:14085	
Atisnolerbart	Bet v 1	0	Bet v 1	unresolved_or_nonprotein		
Atoltivimab	Zaire Ebolavirus Glycoprotein	0	Zaire Ebolavirus Glycoprotein	unresolved_or_nonprotein		
Avdoralimab	C5AR1/CD88	0	C5AR1/CD88	approved_symbol	HGNC:1338	
Avelumab	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Avitotamig	SIGLEC3/CD33/p67	0	SIGLEC3/CD33/p67	approved_symbol	HGNC:1659	
Avizakimab	IL21	0	IL21	approved_symbol	HGNC:6005	
Axatilimab	CSF1R/CD115/M-CSFR	0	CSF1R/CD115/M-CSFR	approved_symbol	HGNC:2433	
Azerutamig	KLRK1/NKG2D/CD314;ERBB2/CD340/HER2	0	KLRK1/NKG2D/CD314	approved_symbol	HGNC:18788	
Azerutamig	KLRK1/NKG2D/CD314;ERBB2/CD340/HER2	1	ERBB2/CD340/HER2	approved_symbol	HGNC:3430	
Azintuxizumab	SLAMF7/CD319	0	SLAMF7/CD319	approved_symbol	HGNC:21394	
Azirkitug	CCR8/CKR-L1/CDw198	0	CCR8/CKR-L1/CDw198	approved_symbol	HGNC:1609	
Bafisontamab	EGFR/ERBB1/HER1;MET/HGFR	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Bafisontamab	EGFR/ERBB1/HER1;MET/HGFR	1	MET/HGFR	approved_symbol	HGNC:7029	
Balertatug	CD70	0	CD70	approved_symbol	HGNC:11937	
Balonkibart	NPR1/ANPRA/ANPa/GUC2A/GUCY2A/NPRA	0	NPR1/ANPRA/ANPa/GUC2A/GUCY2A/NPRA	approved_symbol	HGNC:7943	
Balstilimab	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Bamlanivimab	SARS-CoV-2 Spike	0	SARS-CoV-2 Spike	unresolved_or_nonprotein		
Bapineuzumab	APP	0	APP	approved_symbol	HGNC:620	
Bapotulimab	ILDR2	0	ILDR2	approved_symbol	HGNC:18131	
Barecetamab	ERBB3/HER3	0	ERBB3/HER3	approved_symbol	HGNC:3431	
Barzolvolimab	KIT/CD117	0	KIT/CD117	approved_symbol	HGNC:6342	
Basiliximab	IL2RA/CD25	0	IL2RA/CD25	approved_symbol	HGNC:6008	
Batoclimab	FCGRT/FcRn	0	FCGRT/FcRn	approved_symbol	HGNC:3621	
Bavituximab	Phosphatidylserine	0	Phosphatidylserine	unresolved_or_nonprotein		
Bavunalimab	LAG3/CD223;CTLA4/CD152	0	LAG3/CD223	approved_symbol	HGNC:6476	
Bavunalimab	LAG3/CD223;CTLA4/CD152	1	CTLA4/CD152	approved_symbol	HGNC:2505	
Bebtelovimab	SARS-CoV-2 Spike RBD	0	SARS-CoV-2 Spike RBD	unresolved_or_nonprotein		
Becotatug	EGFR/ERBB1/HER1	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Bedinvetmab	NGFB (Canine)	0	NGFB (Canine)	nonhuman_target		
Befovacimab	TFPI	0	TFPI	approved_symbol	HGNC:11760	
Begelomab	DPP4/ADCP2/CD26	0	DPP4/ADCP2/CD26	approved_symbol	HGNC:3009	
Belantamab	TNFRSF17/CD269/BCMA/TNFRSF13A	0	TNFRSF17/CD269/BCMA/TNFRSF13A	approved_symbol	HGNC:11913	
Belimumab	TNFSF13B/CD257/BAFF	0	TNFSF13B/CD257/BAFF	approved_symbol	HGNC:11929	
Belrestotug	TIGIT/WUCAM/VSTM3	0	TIGIT/WUCAM/VSTM3	approved_symbol	HGNC:26838	
Beludavimab	SARS-CoV-2 Spike RBD	0	SARS-CoV-2 Spike RBD	unresolved_or_nonprotein		
Bemarituzumab	FGFR2/CD332	0	FGFR2/CD332	approved_symbol	HGNC:3689	
Bempikibart	IL7R/CD127	0	IL7R/CD127	approved_symbol	HGNC:6024	
Benmelstobart	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Benralizumab	IL5RA/CD125	0	IL5RA/CD125	approved_symbol	HGNC:6017	
Bentracimab	AR-C124910XX	0	AR-C124910XX	unresolved_or_nonprotein		
Benufutamab	TNFRSF10B/CD262/DR5/TRAILR2	0	TNFRSF10B/CD262/DR5/TRAILR2	approved_symbol	HGNC:11905	
Bepranemab	MAPT	0	MAPT	approved_symbol	HGNC:6893	
Berlimatoxumab	Staphylococcus aureus Toxin A	0	Staphylococcus aureus Toxin A	unresolved_or_nonprotein		
Bermekimab	IL1A	0	IL1A	approved_symbol	HGNC:5991	
Bersanlimab	ICAM1/CD54	0	ICAM1/CD54	approved_symbol	HGNC:5344	
Besufetamig	PDCD1/CD279/PD1;CD3E	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Besufetamig	PDCD1/CD279/PD1;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Betinukibart	IL17A	0	IL17A	approved_symbol	HGNC:5981	
Betifisolimab	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Bevacizumab	VEGFA	0	VEGFA	approved_symbol	HGNC:12680	
Bexatamig	IL3RA/CD123;NCR1/NKP46/NKp46/LY94/CD335	0	IL3RA/CD123	approved_symbol	HGNC:6012	
Bexatamig	IL3RA/CD123;NCR1/NKP46/NKp46/LY94/CD335	1	NCR1/NKP46/NKp46/LY94/CD335	approved_symbol	HGNC:6731	
Bexmarilimab	STAB1	0	STAB1	approved_symbol	HGNC:18628	
Bezetabart	CD74/HLA class II histocompatibility antigen gamma chain	0	CD74/HLA class II histocompatibility antigen gamma chain	approved_symbol	HGNC:1697	
Bezlotoxumab	Clostridium difficile Toxin A	0	Clostridium difficile Toxin A	unresolved_or_nonprotein		
Bifikafusp	FN extracellular domain B	0	FN extracellular domain B	unresolved_or_nonprotein		
Bimagrumab	ACVR2B	0	ACVR2B	approved_symbol	HGNC:174	
Bimekizumab	IL17A	0	IL17A	approved_symbol	HGNC:5981	
Bintrafusp	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Birinkibart	CSF2RB/CD131/IL3RB/IL5RB	0	CSF2RB/CD131/IL3RB/IL5RB	approved_symbol	HGNC:2436	
Birtamimab	SAA1	0	SAA1	approved_symbol	HGNC:10513	
Bleselumab	TNFRSF5/CD40	0	TNFRSF5/CD40	approved_symbol	HGNC:11919	
Blinatumomab	CD19;CD3E	0	CD19	approved_symbol	HGNC:1633	
Blinatumomab	CD19;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Blontuvetmab	MS4A1/CD20	0	MS4A1/CD20	nonhuman_target	HGNC:7315	
Blosozumab	SOST	0	SOST	approved_symbol	HGNC:13771	
Bococizumab	PCSK9	0	PCSK9	approved_symbol	HGNC:20001	
Bocunebart	ADCYAP1/PACAP	0	ADCYAP1/PACAP	approved_symbol	HGNC:241	
Bosakitug	TSLP	0	TSLP	approved_symbol	HGNC:30743	
Boserolimab	TNFRSF7/CD27	0	TNFRSF7/CD27	approved_symbol	HGNC:11922	
Botensilimab	CTLA4/CD152	0	CTLA4/CD152	approved_symbol	HGNC:2505	
Brazikumab	IL23A	0	IL23A	approved_symbol	HGNC:15488	
Bremzalerbart	Bet v 1	0	Bet v 1	unresolved_or_nonprotein		
Brenetafusp	CD3	0	CD3	complex_target_not_direct_subunit		
Brentuximab	TNFRSF8/CD30	0	TNFRSF8/CD30	approved_symbol	HGNC:11923	
Briakinumab	IL12B/CLMFp40	0	IL12B/CLMFp40	approved_symbol	HGNC:5970	
Briquilimab	KIT/CD117	0	KIT/CD117	approved_symbol	HGNC:6342	
Brivekimig1	TNFSF4/CD134/CD252/OX40L;TNF/TNFA	0	TNFSF4/CD134/CD252/OX40L	approved_symbol	HGNC:11934	
Brivekimig1	TNFSF4/CD134/CD252/OX40L;TNF/TNFA	1	TNF/TNFA	approved_symbol	HGNC:11892	
Brivekimig2	ALB	0	ALB	approved_symbol	HGNC:399	
Brivestobart	LAG3/CD223	0	LAG3/CD223	approved_symbol	HGNC:6476	
Brodalumab	IL17RA/CD217	0	IL17RA/CD217	approved_symbol	HGNC:5985	
Brolucizumab	VEGFA	0	VEGFA	approved_symbol	HGNC:12680	
Brontictuzumab	NOTCH1	0	NOTCH1	approved_symbol	HGNC:7881	
Budigalimab	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Budoprutug	CD19	0	CD19	approved_symbol	HGNC:1633	
Bulumtatug	LAG3/CD223	0	LAG3/CD223	approved_symbol	HGNC:6476	
Burfiralimab	VIM	0	VIM	approved_symbol	HGNC:12692	
Burosumab	FGF23	0	FGF23	approved_symbol	HGNC:3680	
Cabiralizumab	CSF1R/CD115/M-CSFR	0	CSF1R/CD115/M-CSFR	approved_symbol	HGNC:2433	
Cabotamig	CDH17;CD3E	0	CDH17	approved_symbol	HGNC:1756	
Cabotamig	CDH17;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Cadonilimab	PDCD1/CD279/PD1;CTLA4/CD152	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Cadonilimab	PDCD1/CD279/PD1;CTLA4/CD152	1	CTLA4/CD152	approved_symbol	HGNC:2505	
Cafelkibart	CCR8/CKR-L1/CDw198	0	CCR8/CKR-L1/CDw198	approved_symbol	HGNC:1609	
Calpurbatug	Bacteria Proteins HU and IHF	0	Bacteria Proteins HU	unresolved_or_nonprotein		
Calpurbatug	Bacteria Proteins HU and IHF	0	IHF	unresolved_or_nonprotein		
Calotatug	ERBB2/CD340/HER2	0	ERBB2/CD340/HER2	approved_symbol	HGNC:3430	
Camidanlumab	IL2RA/CD25	0	IL2RA/CD25	approved_symbol	HGNC:6008	
Camoteskimab	IL18	0	IL18	approved_symbol	HGNC:5986	
Camrelizumab	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Canakinumab	IL1B	0	IL1B	approved_symbol	HGNC:5992	
Canrivitug	SARS-CoV-2 RBD	0	SARS-CoV-2 RBD	unresolved_or_nonprotein		
Cantuzumab	MUC1/PEM/EMA	0	MUC1/PEM/EMA	approved_symbol	HGNC:7508	
Caplacizumab	VWF	0	VWF	approved_symbol	HGNC:12726	
Carlumab	CCL2/MCP1	0	CCL2/MCP1	approved_symbol	HGNC:10618	
Carotuximab	ENG/CD105	0	ENG/CD105	approved_symbol	HGNC:3349	
Casdozokitug	IL27	0	IL27	approved_symbol	HGNC:19157	
Caxmotabart	ERBB2/CD340/HER2	0	ERBB2/CD340/HER2	approved_symbol	HGNC:3430	
Cemavafusp	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Cemiplimab	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Cendakimab	IL13	0	IL13	approved_symbol	HGNC:5973	
Cenvacibart	F11	0	F11	approved_symbol	HGNC:3529	
Cenzestotug	TNFRSF4/CD134/OX40	0	TNFRSF4/CD134/OX40	approved_symbol	HGNC:11918	
Cepeprubart	SELPLG/CD162/PSGL1	0	SELPLG/CD162/PSGL1	approved_symbol	HGNC:10722	
Cergutuzumab	CEACAM5/CD66e	0	CEACAM5/CD66e	approved_symbol	HGNC:1817	
Certolizumab	TNF/TNFA	0	TNF/TNFA	approved_symbol	HGNC:11892	
Cetrelimab	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Cetuximab	EGFR/ERBB1/HER1	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Cevostamab	FCRL5/CD307;CD3	0	FCRL5/CD307	approved_symbol	HGNC:18508	
Cevostamab	FCRL5/CD307;CD3	1	CD3	complex_target_not_direct_subunit		
Cibisatamab	CEACAM5/CD66e and CD3E;CD3E	0	CEACAM5/CD66e	approved_symbol	HGNC:1817	
Cibisatamab	CEACAM5/CD66e and CD3E;CD3E	0	CD3E	approved_symbol	HGNC:1674	
Cibisatamab	CEACAM5/CD66e and CD3E;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Ciduvectamig	TMEFF2;CD3E	0	TMEFF2	approved_symbol	HGNC:11867	
Ciduvectamig	TMEFF2;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Cifurtilimab	TNFRSF5/CD40	0	TNFRSF5/CD40	approved_symbol	HGNC:11919	
Ciletatug	CLDN18	0	CLDN18	approved_symbol	HGNC:2039	
Cilgavimab	SARS-CoV-2 Spike RBD	0	SARS-CoV-2 Spike RBD	unresolved_or_nonprotein		
Ciltistotug	TNFRSF5/CD40	0	TNFRSF5/CD40	approved_symbol	HGNC:11919	
Cinpanemab	SNCA/PARK1/PARK4	0	SNCA/PARK1/PARK4	approved_symbol	HGNC:11138	
Cinrebafusp	ERBB2/CD340/HER2	0	ERBB2/CD340/HER2	approved_symbol	HGNC:3430	
Cirevetmab	TGFB1 (Canine)	0	TGFB1 (Canine)	nonhuman_target		
Citatuzumab	EPCAM/CD326	0	EPCAM/CD326	approved_symbol	HGNC:11529	
Cixutumumab	IGF1R/CD221	0	IGF1R/CD221	approved_symbol	HGNC:5465	
Cizutamig	TNFRSF17/CD269/BCMA/TNFRSF13A;CD3E	0	TNFRSF17/CD269/BCMA/TNFRSF13A	approved_symbol	HGNC:11913	
Cizutamig	TNFRSF17/CD269/BCMA/TNFRSF13A;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Claseprubart	C1S	0	C1S	approved_symbol	HGNC:1247	
Clazakizumab	IL6	0	IL6	approved_symbol	HGNC:6018	
Clervonafusp	SLC29A2	0	SLC29A2	approved_symbol	HGNC:11004	
Clesitamig	DLL3;CD3&TNFRSF9/CD137/4-1BB	0	DLL3	approved_symbol	HGNC:2909	
Clesitamig	DLL3;CD3&TNFRSF9/CD137/4-1BB	1	CD3	complex_target_not_direct_subunit		
Clesitamig	DLL3;CD3&TNFRSF9/CD137/4-1BB	1	TNFRSF9/CD137/4-1BB	approved_symbol	HGNC:11924	
Clesrovimab	RSV gpF	0	RSV gpF	unresolved_or_nonprotein		
Cliramitug	Misfolded TTR	0	Misfolded TTR	reviewed_gene_product	HGNC:12405	
Clivatuzumab	MUC1/PEM/EMA	0	MUC1/PEM/EMA	approved_symbol	HGNC:7508	
Cobolimab	HAVCR2/TIM3	0	HAVCR2/TIM3	approved_symbol	HGNC:18437	
Codrituzumab	GPC3	0	GPC3	approved_symbol	HGNC:4451	
Cofetuzumab	PTK7	0	PTK7	approved_symbol	HGNC:9618	
Coltuximab	CD19	0	CD19	approved_symbol	HGNC:1633	
Comekibart	IL4R/CD124	0	IL4R/CD124	approved_symbol	HGNC:6015	
Conatumumab	TNFRSF10B/CD262/DR5/TRAILR2	0	TNFRSF10B/CD262/DR5/TRAILR2	approved_symbol	HGNC:11905	
Concizumab	TFPI	0	TFPI	approved_symbol	HGNC:11760	
Coprelotamab	ERBB2/CD340/HER2	0	ERBB2/CD340/HER2	approved_symbol	HGNC:3430	
Coramitug	Misfolded TTR	0	Misfolded TTR	reviewed_gene_product	HGNC:12405	
Cosfroviximab	Zaire Ebolavirus Glycoprotein	0	Zaire Ebolavirus Glycoprotein	unresolved_or_nonprotein		
Cosibelimab	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Crebankitug	IL7R/CD127	0	IL7R/CD127	approved_symbol	HGNC:6024	
Crefmirlimab	CD8A	0	CD8A	approved_symbol	HGNC:1706	
Crenezumab	APP	0	APP	approved_symbol	HGNC:620	
Crexavibart	SARS-CoV-2 Spike RBD	0	SARS-CoV-2 Spike RBD	unresolved_or_nonprotein		
Crizanlizumab	SELP/CD62	0	SELP/CD62	approved_symbol	HGNC:10721	
Crotedumab	GCGR	0	GCGR	approved_symbol	HGNC:4192	
Crovalimab	C5	0	C5	approved_symbol	HGNC:1331	
Crusekitug	IL17A	0	IL17A	approved_symbol	HGNC:5981	
Cudarolimab	TNFRSF4/CD134/OX40	0	TNFRSF4/CD134/OX40	approved_symbol	HGNC:11918	
Cugrastomig	LAG3/CD223;PDCD1/CD279/PD1	0	LAG3/CD223	approved_symbol	HGNC:6476	
Cugrastomig	LAG3/CD223;PDCD1/CD279/PD1	1	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Cusatuzumab	CD70	0	CD70	approved_symbol	HGNC:11937	
Dacetuzumab	TNFRSF5/CD40	0	TNFRSF5/CD40	approved_symbol	HGNC:11919	
Daclizumab	IL2RA/CD25	0	IL2RA/CD25	approved_symbol	HGNC:6008	
Dafsolimab	CD3E	0	CD3E	approved_symbol	HGNC:1674	
Dalidnetug	APP	0	APP	approved_symbol	HGNC:620	
Dalnicastobart	TNFRSF5/CD40	0	TNFRSF5/CD40	approved_symbol	HGNC:11919	
Dalotuzumab	IGF1R/CD221	0	IGF1R/CD221	approved_symbol	HGNC:5465	
Dalutrafusp	TGFBR2	0	TGFBR2	approved_symbol	HGNC:11773	
Danburstotug	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Danvilostomig	CTLA4/CD152;PDCD1/CD279/PD1	0	CTLA4/CD152	approved_symbol	HGNC:2505	
Danvilostomig	CTLA4/CD152;PDCD1/CD279/PD1	1	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Dapirolizumab	CD40LG/CD154	0	CD40LG/CD154	approved_symbol	HGNC:11935	
Daratumumab	ADPRC1/CD38	0	ADPRC1/CD38	approved_symbol	HGNC:1667	
Daretabart	Ganglioside GD2	0	Ganglioside GD2	unresolved_or_nonprotein		
Dargistotug	TIGIT/WUCAM/VSTM3	0	TIGIT/WUCAM/VSTM3	approved_symbol	HGNC:26838	
Datopotamab	TACSTD2/TROP2/EGP1	0	TACSTD2/TROP2/EGP1	approved_symbol	HGNC:11530	
Davutamig	MET/HGFR;MET/HGFR	0	MET/HGFR	approved_symbol	HGNC:7029	
Davutamig	MET/HGFR;MET/HGFR	1	MET/HGFR	approved_symbol	HGNC:7029	
Daxdilimab	LILRA4/CD85g	0	LILRA4/CD85g	approved_symbol	HGNC:15503	
Dazukibart	IFNB1	0	IFNB1	approved_symbol	HGNC:5434	
Dectrekumab	IL13	0	IL13	approved_symbol	HGNC:5973	
Delpacibart	TFRC/CD71	0	TFRC/CD71	approved_symbol	HGNC:11763	
Demcizumab	DLL4	0	DLL4	approved_symbol	HGNC:2910	
Demupitamab	EGFR/ERBB1/HER1	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Denecimig	F9;F10	0	F9	approved_symbol	HGNC:3551	
Denecimig	F9;F10	1	F10	approved_symbol	HGNC:3528	
Denikitug	CCR8/CKR-L1/CDw198	0	CCR8/CKR-L1/CDw198	approved_symbol	HGNC:1609	
Denintuzumab	CD19	0	CD19	approved_symbol	HGNC:1633	
Denosumab	TNFSF11/CD254/RANKL/TRANCE/OPGL/ODF	0	TNFSF11/CD254/RANKL/TRANCE/OPGL/ODF	approved_symbol	HGNC:11926	
Denrakibart	CCL17/ABCD-2/SCYA17/TARC	0	CCL17/ABCD-2/SCYA17/TARC	approved_symbol	HGNC:10615	
Depatuxizumab	EGFR/ERBB1/HER1	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Depemokimab	IL5	0	IL5	approved_symbol	HGNC:6016	
Derlotuximab	DNA/H1 Complex	0	DNA/H1 Complex	unresolved_or_nonprotein		
Devextinetug	Metamphetamine	0	Metamphetamine	unresolved_or_nonprotein		
Dezamizumab	APCS/SAP	0	APCS/SAP	approved_symbol	HGNC:584	
Dibotatug	KLRD1/CD94	0	KLRD1/CD94	approved_symbol	HGNC:6378	
Dilpacimab	DLL4;VEGFA	0	DLL4	approved_symbol	HGNC:2910	
Dilpacimab	DLL4;VEGFA	1	VEGFA	approved_symbol	HGNC:12680	
Dinutuximab	Ganglioside GD2	0	Ganglioside GD2	unresolved_or_nonprotein		
