source	gene	pmid	pmc_id	doi	year	bucket	title
openalex	TMEM181	25674384		10.5582/irdr.2014.01021	2014	unpaywall	&lt;i&gt;ARID1B&lt;/i&gt;-mediated disorders: Mutations and possible mechanisms
openalex	TMEM181			10.7554/elife.81704.sa2	2022	no_oa	Author response: Structure of the GOLD-domain seven-transmembrane helix protein family member TMEM87
openalex	TMEM181	26618479		10.1371/journal.pone.0143977	2015	pmc	Distinct Roles for CdtA and CdtC during Intoxication by Cytolethal Distending Toxins
openalex	TMEM181	36968283		10.3389/fmolb.2023.1140375	2023	pmc	GWAS and genetic and phenotypic correlations of plasma metabolites with complete blood count traits 
openalex	TMEM181			10.22533/at.ed.5082405033	2024	no_oa	COVID-19 E O SISTEMA IMUNOLÓGICO
openalex	TMEM181	26047506		10.1371/journal.pone.0122061	2015	pmc	The Orphan G Protein-Coupled Receptor Gene GPR178 Is Evolutionary Conserved and Altered in Response 
openalex	MEN1	35508660		10.1038/s41586-022-04686-1	2022	pmc	Gene regulation by gonadal hormone receptors underlies brain sex differences
openalex	MEN1	22291433		10.1530/erc-11-0362	2012	no_oa	Cyclin-dependent kinase inhibitor 1B (CDKN1B) gene variants in AIP mutation-negative familial isolat
openalex	MEN1			10.5858/134.2.181	2010	no_oa	Protocol for the Examination of Specimens From Patients With Neuroendocrine Tumors (Carcinoid Tumors
openalex	MEN1	11073802		10.1016/s0002-9440(10)64780-3	2000	no_oa	Genomic Alterations in Well-Differentiated Gastrointestinal and Bronchial Neuroendocrine Tumors (Car
openalex	MEN1	31665029		10.1186/s12967-019-2103-0	2019	pmc	The clinical characteristics and molecular mechanism of pituitary adenoma associated with meningioma
openalex	MEN1			10.1210/jc.86.12.5658	2001	no_oa	CONSENSUS: Guidelines for Diagnosis and Therapy of MEN Type 1 and Type 2
openalex	MEN1	31586182		10.1210/clinem/dgz007	2019	bot_blocked	Lanreotide Therapy vs Active Surveillance in MEN1-Related Pancreatic Neuroendocrine Tumors &amp;lt; 
openalex	MEN1	41018051		10.1210/jendso/bvaf147	2025	bot_blocked	MEN1-Related Neuroendocrine Tumors Show c-MET Overexpression
openalex	MEN1	35764366		10.1136/jitc-2022-004854	2022	pmc	Development of anti-somatostatin receptors CAR T cells for treatment of neuroendocrine tumors
openalex	MEN1	19596783		10.1128/mcb.01001-08	2009	no_oa	The Multiple Endocrine Neoplasia Type 1 (MEN1) Tumor Suppressor Regulates Peroxisome Proliferator-Ac
openalex	KCNJ12	36918260		10.1124/pharmrev.122.000743	2023	no_oa	Potassium Channels in Parkinson’s Disease: Potential Roles in Its Pathogenesis and Innovative Molecu
openalex	KCNJ12			10.1536/ihj.21-677	2022	no_oa	Glucocorticoid Induces Atrial Arrhythmogenesis via Modification of Ion Channel Gene Expression in Ra
openalex	KCNJ12	37214976		10.1101/2023.05.05.539609	2023	no_oa	Genome mining yields new disease-associated ROMK variants with distinct defects
openalex	KCNJ12	38835480		10.3389/finsc.2024.1385895	2024	pmc	Voltage-gated ion channels as novel regulators of epithelial ion transport in the osmoregulatory org
openalex	KCNJ12	25880778		10.1186/s12943-015-0298-0	2015	pmc	Upregulation of the inwardly rectifying potassium channel Kir2.1 (KCNJ2) modulates multidrug resista
openalex	KCNJ12	23291709		10.1007/s00424-012-1199-3	2013	pmc	A basic residue in the proximal C-terminus is necessary for efficient activation of the M-channel su
openalex	KCNJ12	32213593		10.1073/pnas.1918387117	2020	pmc	Defining how multiple lipid species interact with inward rectifier potassium (Kir2) channels
openalex	KCNJ12	22363290		10.3389/fphys.2012.00009	2012	pmc	Experimental Mapping of the Canine KCNJ2 and KCNJ12 Gene Structures and Functional Analysis of the C
openalex	KCNJ12	37863105		10.1146/annurev-physiol-042022-030946	2023	pmc	Mechanosensing by Vascular Endothelium
openalex	KCNJ12	31726970		10.1186/s12864-019-6244-6	2019	pmc	Transcriptomic analysis of α-synuclein knockdown after T3 spinal cord injury in rats
openalex	KLRK1	37086273		10.1007/s00259-023-06211-6	2023	pmc	Fibroblast activation protein targeted radiotherapy induces an immunogenic tumor microenvironment an
openalex	KLRK1			10.48550/arxiv.1209.2463	2012	no_oa	Weighted Khovanov-Lauda-Rouquier algebras
openalex	KLRK1			10.1371/journal.pone.0020740	2011	no_oa	Clinical-Grade Generation of Active NK Cells from Cord Blood Hematopoietic Progenitor Cells for Immu
openalex	KLRK1	40098719		10.2147/ijn.s497510	2025	pmc	Overcoming Biological Barriers in Cancer Therapy: Cell Membrane-Based Nanocarrier Strategies for Pre
openalex	KLRK1	30539650		10.1152/ajprenal.00130.2018	2018	no_oa	“I don’t get no respect”: the role of chloride in acute kidney injury
openalex	KLRK1	33182448		10.3390/molecules25215216	2020	pmc	Proteome Analysis of Human Natural Killer Cell Derived Extracellular Vesicles for Identification of 
openalex	KLRK1	34794962		10.1124/jpet.121.000828	2021	no_oa	Novel Bile Acid-Dependent Mechanisms of Hepatotoxicity Associated with Tyrosine Kinase Inhibitors
openalex	KLRK1	22194210		10.4238/2011.december.14.10	2011	no_oa	Key pathways involved in prostate cancer based on gene set enrichment analysis and meta analysis
openalex	KLRK1	29380244		10.1007/s11010-018-3297-9	2018	no_oa	Immunological impact of Wharton’s Jelly mesenchymal stromal cells and natural killer cell co-culture
openalex	KLRK1	32762681		10.1186/s12943-020-01238-x	2020	pmc	Natural killer cells in cancer biology and therapy
openalex	ZNF783	27599611		10.1186/s12885-016-2755-6	2016	pmc	Genome-wide analyses of long noncoding RNA expression profiles correlated with radioresistance in na
openalex	ZNF783			10.5283/epub.28629	2014	no_oa	Datenbank-gestützte molekularbiologische Analyse melanomrelevanter Gene
openalex	ZNF783	37308980		10.1186/s13148-023-01508-7	2023	pmc	HepaClear, a blood-based panel combining novel methylated CpG sites and protein markers, for the det
openalex	ZNF783	41663970		10.1186/s12872-026-05533-1	2026	pmc	Unraveling key genes and mitochondrial-related mechanisms of atherosclerosis severity: explorations 
openalex	ZNF783	27459995		10.1186/s13256-016-0988-2	2016	pmc	Deletion 21q22.3 and duplication 7q35q36.3 in a Colombian girl: a case report
openalex	ZNF783			10.1101/2022.06.16.22276291	2022	bot_blocked	Peripheral Blood Gene Expression at 3 to 24 Hours Correlates with and Predicts 90-Day Outcome Follow
openalex	ZNF783			10.26717/bjstr.54.1	2023	no_oa	
openalex	ZNF783	34582124		10.1002/mgg3.1645	2021	pmc	Two new cases of interstitial 7q35q36.1 deletion including <i>CNTNAP2</i> and <i>KMT2C</i>
openalex	ZNF783	40325471		10.1186/s13148-025-01884-2	2025	unpaywall	Recent advances on gene-related DNA methylation in cancer diagnosis, prognosis, and treatment: a cli
openalex	ZNF783	33552257		10.3892/ol.2020.12399	2020	pmc	Transcriptome analysis and prognostic model construction based on splicing profiling in glioblastoma
openalex	NAIF1	30407643		10.1002/cbf.3365	2018	pmc	NAIF1 suppresses osteosarcoma progression and is regulated by miR‐128
openalex	NAIF1			10.25195/ijci.v49i1.404	2023	no_oa	A Survey on Cybercrime Using Social Media
openalex	NAIF1	29476051		10.1038/s41419-018-0350-2	2018	pmc	CASC2/miR-24/miR-221 modulates the TRAIL resistance of hepatocellular carcinoma cell through caspase
openalex	NAIF1			10.21203/rs.3.rs-42539/v1	2020	bot_blocked	MiR-24-3p and various cancers: From a meta-analysis view
openalex	NAIF1			10.32947/ajps.v17i1.62	2018	no_oa	The proteomic expression of Neogene nuclear apoptosis-inducing factor 1(NAIF1) in Leukaemia cell lin
openalex	NAIF1			10.21203/rs.3.rs-1372810/v1	2022	bot_blocked	m6A modification-tuned sphingolipid metabolism regulates postnatal liver development
openalex	NAIF1	22050790		10.1111/j.1582-4934.2011.01483.x	2011	pmc	Inhibition of JAK2/STAT3 signalling induces colorectal cancer cell apoptosis <i>via</i> mitochondria
openalex	NAIF1	28651018		10.1371/journal.pone.0179543	2017	pmc	Meta-analysis of miRNA expression profiles for prostate cancer recurrence following radical prostate
openalex	NAIF1			10.1158/1078-0432.22452648.v1	2023	no_oa	Supplementary Figures 1 - 13, Tables 1 - 5 from Promoter Hypomethylation of EpCAM-Regulated &lt;i&gt
openalex	NAIF1			10.11606/d.74.2016.tde-09092016-104632	2016	no_oa	Caracterização do perfil de expressão gênica hepática global associada à eficiência alimentar em bov
openalex	KCNA10	40702675		10.1002/cne.70074	2025	pmc	A Regional Ultrastructural Analysis of the Cellular and Synaptic Architecture of the Mouse Vestibula
openalex	KCNA10			10.1101/2023.02.18.529042	2023	bot_blocked	Defective mechanosensory transduction of the new inner hair cells prevents hearing recover in the da
openalex	KCNA10	37511295		10.3390/ijms241411537	2023	pmc	Morphological Observation and Transcriptome Analysis of Ciliogenesis in Urechis unicinctus (Annelida
openalex	KCNA10	38436215		10.1111/andr.13606	2024	pmc	Physiological role of potassium channels in mammalian germ cell differentiation, maturation, and cap
openalex	KCNA10	26988146		10.1038/srep23363	2016	pmc	Exploring regulatory networks of miR-96 in the developing inner ear
openalex	KCNA10	29245898		10.18632/oncotarget.22104	2017	pmc	A novel small-molecule arylsulfonamide causes energetic stress and suppresses breast and lung tumor 
openalex	KCNA10			10.1158/1538-7445.am2013-2743	2013	no_oa	Abstract 2743: Targeting Ewing sarcoma with a new small molecule binding to the EWS-FLI1 oncoprotein
openalex	KCNA10	27760045		10.1172/jci85647	2016	unpaywall	Deficiency of base excision repair enzyme NEIL3 drives increased predisposition to autoimmunity
openalex	KCNA10			10.13140/rg.2.2.36478.41283	2019	no_oa	Assessment of Utricular Nerve, Hair cell and Mechanical function, in vivo.
openalex	KCNA10	29307142		10.5808/gi.2017.15.4.156	2017	pmc	Classification of Genes Based on Age-Related Differential Expression in Breast Cancer
openalex	NMUR1			10.1111/j.1467-8322.2007.00511.x	2007	no_oa	Towards mercenary anthropology? The new US Army counterinsurgency manual <i>FM 3–24</i> and the mili
openalex	NMUR1	32731549		10.3390/molecules25153424	2020	pmc	The Secret Lives of Fluorescent Membrane Probes as Revealed by Molecular Dynamics Simulations
openalex	NMUR1			10.1016/j.physb.2005.09.016	2005	no_oa	Structural, magnetic and transport properties of double perovskite compounds (Sr2−3xLa2xBax)FeMoO6
openalex	NMUR1			10.21203/rs.3.rs-1349085/v1	2022	bot_blocked	Analysis of the Diversity of Yeast Communities in Xinjiang Honey
openalex	NMUR1	19662679		10.1172/jci38739	2009	unpaywall	Identification of heme oxygenase-1–specific regulatory CD8+ T cells in cancer patients
openalex	NMUR1	10014878		10.1103/physrevd.46.4986	1992	no_oa	Thermalization in ultrarelativistic nuclear collisions. II. Entropy production and energy densities 
openalex	NMUR1	21448944		10.1002/jmri.22517	2011	pmc	Choline metabolism, proliferation, and angiogenesis in nonenhancing grades 2 and 3 astrocytoma
openalex	NMUR1			10.1103/physrevc.10.1362	1974	no_oa	Refractive behavior in intermediate-energy alpha scattering
openalex	NMUR1			10.1111/j.1365-2966.2011.19414.x	2011	bot_blocked	General relativistic ray-tracing algorithm for the determination of the electron-positron energy dep
openalex	NMUR1	28982136		10.1371/journal.pone.0185628	2017	pmc	Augmentation of VAMP-catalytic activity of botulinum neurotoxin serotype B does not result in increa
openalex	EPHB1	23923485		10.1890/11-2298.1	2013	no_oa	Animal migration amid shifting patterns of phenology and predation: lessons from a Yellowstone elk h
openalex	EPHB1			10.4324/9781003665380-12/brighton-restaurants-contribution-sustainable-seafood-tourism-adam-jones-ivanka-majic-diogo-trajano-gomes-da-silva?context=ubx&refid=86dc21ee-4469-4d93-be7e-8ae9e0ffd31c	2026	no_oa	Brighton Restaurants contribution to Sustainable Seafood Tourism
openalex	EPHB1	11597767		10.1016/s0169-328x(01)00217-0	2001	no_oa	Group I metabotropic glutamate receptor activation increases phosphorylation of cAMP response elemen
openalex	EPHB1	6429321		10.1113/jphysiol.1984.sp015175	1984	no_oa	The role of chloride‐bicarbonate exchange in the regulation of intracellular chloride in guinea‐pig 
openalex	EPHB1	25229726		10.1111/nph.13013	2014	bot_blocked	Overexpression of bacterial γ‐glutamylcysteine synthetase mediates changes in cadmium influx, alloca
openalex	EPHB1			10.1609/aaai.v35i1.16076	2021	no_oa	Diagnose Like A Pathologist: Weakly-Supervised Pathologist-Tree Network for Slide-Level Immunohistoc
openalex	EPHB1	15500321		10.1021/ic048812+	2004	no_oa	A Three-Dimensional, Noninterpenetrating Metal−Organic Framework with the Moganite Topology:  A Simp
openalex	EPHB1	15520460		10.1093/nar/gnh148	2004	no_oa	Quantitative sequential chromatin immunoprecipitation, a method for analyzing co-occupancy of protei
openalex	EPHB1			10.1021/cg070593q	2007	no_oa	Coligand Modulated Six-, Eight-, and Ten-Connected Zn/Cd-1,2,4-Triazolate Frameworks Based on Mono-,
openalex	EPHB1	23023867		10.1152/ajpheart.00492.2012	2012	no_oa	Norepinephrine transporter function and human cardiovascular disease
openalex	FAM180B			10.15406/ogij.2019.10.00446	2019	no_oa	Molecular characterization of supernumerary marker chromosomes found as unexpected chromosome abnorm
openalex	FAM180B			10.53846/goediss-10741	2024	no_oa	Die Identifikation transkriptioneller Biomarker für periphere Polyneuropathien
openalex	FAM180B	32373110		10.3389/fimmu.2020.00567	2020	pmc	Advances in the Immunology and Genetics of Leprosy
openalex	FAM180B			10.11606/t.17.2018.tde-23042018-153436	2018	no_oa	Estudo do metabolismo energético com base na instabilidade do genoma mitocondrial no melanoma
openalex	FAM180B	37693577		10.1101/2023.08.29.554824	2023	pmc	Proteomic profiling of regenerated urinary bladder tissue with stem cell seeded scaffold composites 
openalex	FAM180B	33489923		10.3389/fonc.2020.613869	2021	pmc	TSPAN7 Exerts Anti-Tumor Effects in Bladder Cancer Through the PTEN/PI3K/AKT Pathway
openalex	FAM180B			10.1101/2020.09.21.304196	2020	bot_blocked	Multivariate GWAS elucidates the genetic architecture of alcohol consumption and misuse, corrects bi
openalex	FAM180B	34037712		10.1093/bioinformatics/btab223	2021	no_oa	GEM: scalable and flexible gene–environment interaction analysis in millions of samples
openalex	FAM180B			10.31219/osf.io/s72zm_v1	2025	no_oa	phosphoinositide-3-kinase regulatory subunit 1 (PIK3R1) : Machine learning discoveries of 2nd order 
openalex	FAM180B	40966854		10.1016/j.ebiom.2025.105939	2025	pmc	Identification of potential therapeutic targets for problematic alcohol use using multi-omics data
openalex	IRF2	27028860		10.18632/oncotarget.8361	2016	pmc	Grapefruit-derived nanovectors deliver miR-18a for treatment of liver metastasis of colon cancer by 
openalex	IRF2			10.17504/protocols.io.e6nvw1o2wlmk/v1	2024	no_oa	An improved whole-mount immunofluorescence protocol for juvenile Amphimedon queenslandica v1
openalex	IRF2	20798687		10.1038/cdd.2010.107	2010	no_oa	Cell-autonomous regulation of hematopoietic stem cell cycling activity by ATP
openalex	IRF2	29357389		10.1371/journal.ppat.1006868	2018	pmc	Interferon regulatory factor 8 regulates caspase-1 expression to facilitate Epstein-Barr virus react
openalex	IRF2			10.20944/preprints202404.0003.v1	2024	no_oa	A Comparative Analysis of Naïve Exosomes and Enhanced Exosomes with a Focus on the Treatment Potenti
openalex	IRF2	36284306		10.1186/s13045-022-01375-4	2022	pmc	Drugging KRAS: current perspectives and state-of-art review
openalex	IRF2	10586038		10.4049/jimmunol.163.12.6468	1999	no_oa	Protein-Protein and DNA-Protein Interactions Affect the Activity of Lymphoid-Specific IFN Regulatory
openalex	IRF2	30355927		10.1159/000494482	2018	no_oa	Downregulation of N-Acetylglucosaminyltransferase GCNT3 by miR-302b-3p Decreases Non-Small Cell Lung
openalex	IRF2	21490621		10.1038/gene.2011.21	2011	pmc	IRF7: activation, regulation, modification and function
openalex	IRF2	37357254		10.1038/s41392-023-01450-3	2023	pmc	TRIM28 promotes the escape of gastric cancer cells from immune surveillance by increasing PD-L1 abun
openalex	MTHFR	10551815		10.1074/jbc.274.46.32613	1999	no_oa	Functional Characterization of Human Methylenetetrahydrofolate Reductase in Saccharomyces cerevisiae
openalex	MTHFR	21559209		10.4061/2011/902674	2011	pmc	CpG Island Methylation in Colorectal Cancer: Past, Present and Future
openalex	MTHFR	28936164		10.3389/fnmol.2017.00286	2017	pmc	Sodium Arsenite-Induced Learning and Memory Impairment Is Associated with Endoplasmic Reticulum Stre
openalex	MTHFR			10.3389/fgene.2026.1763510	2026	no_oa	Identification and molecular functional analysis of genes associated with addiction using integrated
openalex	MTHFR			10.21203/rs.3.rs-9146172/v1	2026	bot_blocked	Splenic Infarction as a Rare Cause of Abdominal Pain: A Retrospective Analysis
openalex	MTHFR	19900963		10.1093/schbul/sbp132	2009	bot_blocked	Modeling the Positive Symptoms of Schizophrenia in Genetically Modified Mice: Pharmacology and Metho
openalex	MTHFR	30332838		10.3390/ijms19103199	2018	pmc	Pharmacoepigenomic Interventions as Novel Potential Treatments for Alzheimer’s and Parkinson’s Disea
openalex	MTHFR	27054335		10.1038/cddis.2016.85	2016	pmc	Targeting the epigenetics of the DNA damage response in breast cancer
openalex	MTHFR	38074116		10.3389/fphar.2023.1294873	2023	pmc	Single-nucleotide polymorphism profiling by multimodal-targeted next-generation sequencing in methot
openalex	MTHFR	23056169		10.1371/journal.pone.0041689	2012	pmc	Association of the Maternal MTHFR C677T Polymorphism with Susceptibility to Neural Tube Defects in O
openalex	PTPRU	22025303		10.1084/jem.20110525	2011	pmc	Dissociation of VE-PTP from VE-cadherin is required for leukocyte extravasation and for VEGF-induced
openalex	PTPRU	17227708		10.1016/j.gde.2006.12.011	2007	no_oa	The role of Shp2 (PTPN11) in cancer
openalex	PTPRU			10.1182/blood.v94.2.539.414k40_539_549	1999	no_oa	The Receptor Protein Tyrosine Phosphatase, PTP-RO, Is Upregulated During Megakaryocyte Differentiati
openalex	PTPRU	18350175		10.1371/journal.pone.0001852	2008	pmc	Hexokinase II Detachment from Mitochondria Triggers Apoptosis through the Permeability Transition Po
openalex	PTPRU	28212523		10.1016/j.redox.2017.01.023	2017	pmc	Redox regulation in metabolic programming and inflammation
openalex	PTPRU	25075573		10.1590/1414-431x20142983	2014	pmc	Beneficial effects of Ginkgo biloba extract on insulin signaling cascade, dyslipidemia, and body adi
openalex	PTPRU	20821199		10.1007/s00232-010-9298-6	2010	pmc	Formation of Very Large Conductance Channels by Bacillus cereus Nhe in Vero and GH4 Cells Identifies
openalex	PTPRU	25062045		10.1371/journal.pone.0103203	2014	pmc	Dynamic Recruitment of Protein Tyrosine Phosphatase PTPD1 to EGF Stimulation Sites Potentiates EGFR 
openalex	PTPRU	11455445		10.1007/s004180100283	2001	no_oa	High level Purkinje cell specific expression of green fluorescent protein in transgenic mice
openalex	PTPRU	21968903		10.1002/art.33399	2011	no_oa	T cell protein tyrosine phosphatase deficiency results in spontaneous synovitis and subchondral bone
openalex	PDE6B	40321747		10.21203/rs.3.rs-6465973/v1	2025	pmc	Intramuscular delivery of recombinant AAV expressing EpoR76E improves memory and is neuroprotective 
openalex	PDE6B	38512352		10.1039/d3nh00494e	2024	no_oa	Atomic-level imaging of beam-sensitive COFs and MOFs by low-dose electron microscopy
openalex	PDE6B	28673870		10.1016/j.preteyeres.2017.06.005	2017	pmc	Fluorescence lifetime imaging ophthalmoscopy
openalex	PDE6B	35412676		10.1113/jp282058	2022	pmc	Photoreceptor physiology and evolution: cellular and molecular basis of rod and cone phototransducti
openalex	PDE6B	18322173		10.4049/jimmunol.180.6.3680	2008	no_oa	Monocyte Cell Surface Glycosaminoglycans Positively Modulate IL-4-Induced Differentiation toward Den
openalex	PDE6B	29434250		10.1038/s41598-018-20984-z	2018	pmc	DYRK1A inhibition and cognitive rescue in a Down syndrome mouse model are induced by new fluoro-DAND
openalex	PDE6B	28224992		10.1038/ejhg.2017.9	2017	pmc	Diagnostic exome sequencing in 266 Dutch patients with visual impairment
openalex	PDE6B	28482014		10.1093/hmg/ddx180	2017	no_oa	Genetic modifiers as relevant biological variables of eye disorders
openalex	PDE6B			10.1002/(sici)1097-4628(19991121)74:8<2010::aid-app16>3.0.co;2-1	1999	no_oa	A novel resistive-type humidity sensor based on poly(p-diethynylbenzene)
openalex	PDE6B	34638907		10.3390/ijms221910567	2021	pmc	Programmed Non-Apoptotic Cell Death in Hereditary Retinal Degeneration: Crosstalk between cGMP-Depen
openalex	FLVCR1	39084256		10.1016/j.kint.2024.06.022	2024	no_oa	The membrane transporter SLC25A48 enables transport of choline into human mitochondria
openalex	FLVCR1	22553501		10.1101/cshperspect.a011668	2012	unpaywall	Iron Metabolism: Interactions with Normal and Disordered Erythropoiesis
openalex	FLVCR1	32801762		10.2147/ott.s250850	2020	pmc	&lt;p&gt;LEMD1-AS1 Suppresses Ovarian Cancer Progression Through Regulating miR-183-5p/TP53 Axis&lt;
openalex	FLVCR1	25210888		10.1371/journal.pone.0107102	2014	pmc	Gene Expression Profiling in Entamoeba histolytica Identifies Key Components in Iron Uptake and Meta
openalex	FLVCR1			10.7554/elife.04207.023	2014	no_oa	Author response: The transcription factor FOXL2 mobilizes estrogen signaling to maintain the identit
openalex	FLVCR1	39019006		10.1016/j.xcrm.2024.101647	2024	pmc	Dysregulation of FLVCR1a-dependent mitochondrial calcium handling in neural progenitors causes conge
openalex	FLVCR1	30658649		10.1186/s12931-018-0968-8	2019	pmc	Modulation of blood inflammatory markers by benralizumab in patients with eosinophilic airway diseas
openalex	FLVCR1			10.1016/j.bpj.2024.11.3131	2025	no_oa	BPS2025 - Structural and molecular basis of choline uptake into the brain by FLVCR2
openalex	FLVCR1	18757363		10.1074/jbc.r800017200	2008	no_oa	Iron Homeostasis: Recently Identified Proteins Provide Insight into Novel Control Mechanisms
openalex	FLVCR1	27006955		10.1155/2016/4039038	2016	pmc	TLR Stimulation Dynamically Regulates Heme and Iron Export Gene Expression in Macrophages
openalex	AQP1	29044946		10.1111/jcmm.13378	2017	pmc	Aquaporin‐1 inhibition reduces metastatic formation in a mouse model of melanoma
openalex	AQP1	11035042		10.1074/jbc.m008664200	2001	bot_blocked	Erythrocyte Water Permeability and Renal Function in Double Knockout Mice Lacking Aquaporin-1 and Aq
openalex	AQP1	29593724		10.3389/fimmu.2018.00463	2018	pmc	miRNome Expression Analysis Reveals New Players on Leprosy Immune Physiopathology
openalex	AQP1			10.5772/intechopen.110779	2023	no_oa	Perspective Chapter: Exosomes – The Surreptitious Intercellular Messengers in the Body
openalex	AQP1	26119880		10.1038/aps.2015.47	2015	no_oa	Curcumin attenuates brain edema in mice with intracerebral hemorrhage through inhibition of AQP4 and
openalex	AQP1	30972964		10.1002/2211-5463.12622	2019	pmc	Escin suppresses HMGB1‐induced overexpression of aquaporin‐1 and increased permeability in endotheli
openalex	AQP1	9815130		10.1152/ajprenal.1998.275.5.f724	1998	no_oa	Reduced AQP1, -2, and -3 levels in kidneys of rats with CRF induced by surgical reduction in renal m
openalex	AQP1	36010640		10.3390/cells11162564	2022	pmc	The Water Transport System in Astrocytes–Aquaporins
openalex	AQP1	23029502		10.1371/journal.pone.0046379	2012	pmc	Cellular Localization of Aquaporin-1 in the Human and Mouse Trigeminal Systems
openalex	AQP1			10.1074/mcp.m115.057315	2016	no_oa	Comparison of the Proteome of Adult and Cord Erythroid Cells, and Changes in the Proteome Following 
openalex	ADGRL3			10.1016/j.molstruc.2019.04.019	2019	no_oa	Synthesis, crystal structure, hirshfeld surface analysis, spectroscopic, optical and thermal behavio
openalex	ADGRL3	16609729		10.1371/journal.ppat.0020024	2006	pmc	Ancestral Genomes, Sex, and the Population Structure of Trypanosoma cruzi
openalex	ADGRL3	18063668		10.1093/hmg/ddm358	2007	bot_blocked	The dyslexia-associated gene KIAA0319 encodes highly N- and O-glycosylated plasma membrane and secre
openalex	ADGRL3			10.3126/pb.v8i15.93171	2026	no_oa	फटपथ मनसटर कथम सबलटरन बलमनवजञनक समलचनतमक अधययन
openalex	ADGRL3	41992732		10.1111/jeu.70080	2026	pmc	Morphology, Ultrastructure, and Classification of Barthelonids (Metamonada Incertae Sedis): With Des
openalex	ADGRL3	34769233		10.3390/ijms222111803	2021	pmc	The Evolutionary History of Vertebrate Adhesion GPCRs and Its Implication on Their Classification
openalex	ADGRL3			10.4014/jmb.2212.12005	2023	no_oa	Anti-Obesity Potential through Regulation of Carbohydrate Uptake and Gene Expression in Intestinal E
openalex	ADGRL3			10.1063/1.1727550	1966	no_oa	Temperature Dependence of the Absorption Spectrum of Nickel(II)-Doped KMgCl3 and the Crystal Structu
openalex	ADGRL3			10.1016/0040-6031(83)80250-0	1983	no_oa	The thermal decomposition reactions of [Co(en)n(phen)m]Cl3 complexes
openalex	ADGRL3	37643865		10.26508/lsa.202301926	2023	pmc	Cell–cell interactions during the formation of primordial follicles in humans
openalex	TTLL10	26501104		10.1016/j.ebiom.2015.07.005	2015	pmc	Genome-wide Polygenic Burden of Rare Deleterious Variants in Sudden Unexpected Death in Epilepsy
openalex	TTLL10	41345172		10.1038/s41598-025-28338-2	2025	pmc	Dosage effect of copy number variation in epilepsy and ten regions of the human brain
openalex	TTLL10			10.1101/776286	2019	bot_blocked	Disrupted gene networks in subfertile hybrid house mice
openalex	TTLL10	28721681		10.1007/s13205-017-0878-3	2017	no_oa	Genetic characterization and disease mechanism of retinitis pigmentosa; current scenario
openalex	TTLL10	40799597		10.1101/2024.03.31.587457	2024	pmc	The TTLL10 polyglycylase is stimulated by tubulin glutamylation and inhibited by polyglycylation
openalex	TTLL10	29555955		10.1038/s41598-018-22096-0	2018	pmc	Clinical and genetic characteristics of 251 consecutive patients with macular and cone/cone-rod dyst
openalex	TTLL10	41344850		10.1136/bjo-2025-327552	2025	pmc	Analysis of gene mutation spectrum for early-onset high myopia based on whole-exome sequencing
openalex	TTLL10	17239255		10.1186/1471-2164-8-24	2007	pmc	Mouse SNP Miner: an annotated database of mouse functional single nucleotide polymorphisms
openalex	TTLL10	35735837		10.3390/insects13060500	2022	pmc	Transcriptome Profiling Reveals Genes Related to Sex Determination and Differentiation in Sugarcane 
openalex	TTLL10			10.1101/2021.02.01.429136	2021	bot_blocked	Long noncoding RNA <i>VENTHEART</i> is required for cardiomyocyte specification and function
openalex	TRAF2			10.1063/1.480896	2000	no_oa	Nonexponential “blinking” kinetics of single CdSe quantum dots: A universal power law behavior
openalex	TRAF2	9743381		10.4049/jimmunol.161.6.3136	1998	no_oa	TNFR80-Dependent Enhancement of TNFR60-Induced Cell Death Is Mediated by TNFR-Associated Factor 2 an
openalex	TRAF2	21908771		10.1074/mcp.m111.012658	2011	no_oa	The First Identification of Lysine Malonylation Substrates and Its Regulatory Enzyme
openalex	TRAF2			10.1146/annurev-fluid-010719-060154	2019	no_oa	Acoustic Tweezers for Particle and Fluid Micromanipulation
openalex	TRAF2	17930720		10.1103/physrevlett.99.147401	2007	no_oa	Sharp Trapped-Mode Resonances in Planar Metamaterials with a Broken Structural Symmetry
openalex	TRAF2	11479302		10.1074/jbc.m104837200	2001	unpaywall	Critical Roles of TRAF2 and TRAF5 in Tumor Necrosis Factor-induced NF-κB Activation and Protection f
openalex	TRAF2	1918372		10.1172/jci115419	1991	unpaywall	Use of an anti-low density lipoprotein receptor antibody to quantify the role of the LDL receptor in
openalex	TRAF2	38617345		10.1101/2023.06.10.544439	2023	pmc	Mag-Net: Rapid enrichment of membrane-bound particles enables high coverage quantitative analysis of
openalex	TRAF2	10853965		10.1046/j.1469-7580.2000.19630433.x	2000	no_oa	Widespread expression of tartrate‐resistant acid phosphatase (Acp 5) in the mouse embryo
openalex	TRAF2	10547577		10.1002/(sici)1096-9896(199910)189:2<213::aid-path417>3.0.co;2-a	1999	no_oa	Expression of the RNA component of human telomerase (hTR) in prostate cancer, prostatic intraepithel
openalex	PANX3	33564071		10.1038/s41388-020-01623-2	2021	pmc	Identification of pannexin 1-regulated genes, interactome, and pathways in rhabdomyosarcoma and its 
openalex	PANX3	29882918		10.3390/ijms19061558	2018	pmc	Pannexin-1 in Human Lymphatic Endothelial Cells Regulates Lymphangiogenesis
